,tconst,title,release_year,adjusted_domestic_gross,director_gender,has_oscar_cast,propensity_score,adjusted_budget,star_power,num_production_countries,num_spoken_languages,num_production_companies,genre_stereotypes
310,tt0141399,isnt she great,2000,5.4,0,0,0.06483874825735207,65.7,367.6,1,1,7,0
311,tt0452624,the good german,2006,2.0,0,1,0.08313339876129618,49.9,485.2,1,4,3,0
312,tt0111252,spanking the monkey,1994,2.9,0,0,0.09174461523715133,0.4,191.3,1,1,3,0
313,tt5052448,get out,2017,225.6,0,0,0.04587479494851953,5.8,516.2,1,1,3,1
314,tt0087428,the hotel new hampshire,1984,15.6,0,0,0.09983920882883321,22.7,340.6,3,1,3,0
315,tt0133240,treasure planet,2002,66.6,0,1,0.021527687170426132,244.7,494.6,1,1,2,1
316,tt0808357,lust caution,2007,7.0,0,0,0.047621869721613655,22.7,16.3,4,5,5,1
317,tt1086064,bill ted face the music,2020,4.2,0,0,0.03292991786132015,30.4,303.0,2,3,10,1
318,tt1193138,up in the air,2009,122.9,0,1,0.07394054288168027,36.6,540.7,1,1,6,0
319,tt0445934,blades of glory,2007,179.9,0,0,0.07358179939122306,80.4,562.2,1,2,4,0
320,tt1472584,max steel,2016,5.0,0,0,0.04643882377814273,13.1,298.4,2,1,3,1
321,tt2446980,joy,2015,74.9,0,1,0.06730110212133669,79.6,426.6,1,2,5,0
322,tt0100666,spaced invaders,1990,36.1,0,0,0.04820477324851499,7.2,577.8,1,1,2,1
323,tt0120188,three kings,1999,114.5,0,0,0.027268273699589077,141.5,468.3,1,2,5,1
324,tt0120094,selena,1997,70.1,0,0,0.08629478325503889,39.2,202.5,1,2,2,0
325,tt0419887,the kite runner,2007,24.0,0,0,0.0681767427575115,30.3,198.3,3,5,12,0
326,tt7549996,judy,2019,29.9,0,1,0.09319769644360829,12.3,421.7,3,1,5,0
327,tt1285016,the social network,2010,139.8,0,0,0.07235097702462441,57.7,351.8,1,1,5,0
328,tt0091680,one crazy summer,1986,38.5,0,0,0.08719850323078757,38.5,176.1,1,3,2,0
329,tt0377107,proof,2005,12.1,0,1,0.08458956665668516,32.2,484.9,1,1,3,0
330,tt0377107,proof,2005,12.1,0,1,0.08458956665668516,32.2,484.9,1,1,3,0
331,tt5301662,marshall,2017,12.9,0,0,0.10060108080070068,15.4,555.8,1,1,1,0
332,tt0250687,rat race,2001,100.5,0,1,0.03501369442038625,85.2,439.6,2,1,4,1
333,tt0117802,swingers,1996,9.0,0,0,0.09409711760313101,0.4,365.9,1,1,3,0
334,tt0087951,protocol,1984,79.6,0,1,0.08621007077832198,36.3,324.1,1,2,2,0
335,tt0091939,shes gotta have it,1986,20.5,0,0,0.09514833165192436,0.5,152.0,1,1,2,0
336,tt0285531,dreamcatcher,2003,57.6,0,0,0.02887033517466997,116.2,392.3,1,1,5,1
337,tt0109376,car where are you,1994,2.6,0,0,0.09418712917824874,22.7,251.2,1,1,1,0
338,tt0118632,the apostle,1997,40.6,0,1,0.09307638941355947,9.8,89.5,1,1,1,0
339,tt1226229,get him to the greek,2010,88.2,0,0,0.07666493279253188,57.7,450.5,1,1,4,0
340,tt0202470,rock star,2001,30.2,0,0,0.063167136516184,101.2,346.5,1,1,5,0
341,tt0105291,ruby,1992,2.1,0,0,0.10455382379752484,20.2,317.3,3,1,2,0
342,tt2402927,carol,2015,16.9,0,1,0.09307506701723137,15.7,347.8,2,1,3,0
343,tt2051894,home run,2013,3.9,0,0,0.09562272876765665,1.6,126.1,1,2,2,0
344,tt0181536,finding forrester,2000,94.5,0,1,0.07326110700273225,78.5,472.3,1,1,3,0
345,tt0189998,shadow of the vampire,2000,15.1,0,0,0.047680548664155054,14.6,262.5,3,2,4,1
346,tt0107413,life with mikey,1993,26.9,0,0,0.10124462841364287,4.4,371.2,1,1,1,0
347,tt0449467,babel,2006,53.5,0,1,0.10023972023765743,39.0,458.9,5,6,6,0
348,tt0119177,gattaca,1997,24.6,0,0,0.038721662861910075,70.5,379.9,1,2,2,1
349,tt0772157,broken english,2007,1.5,0,0,0.1042284242400642,3.0,439.8,3,2,4,0
350,tt1086064,bill ted face the music,2020,4.2,0,0,0.03292991786132015,30.4,303.0,2,3,10,1
351,tt0314331,love actually,2003,102.9,0,1,0.07887350069877672,68.3,436.2,2,3,4,0
352,tt0243133,the man who wasnt there,2001,13.3,0,1,0.08356528022300115,35.5,439.6,2,3,5,0
353,tt0333766,garden state,2004,44.6,0,0,0.08040953331834515,4.2,246.1,1,1,6,0
354,tt0082945,prince of the city,1981,31.1,0,0,0.08937137066244864,29.7,161.8,1,3,2,0
355,tt0461770,enchanted,2007,193.7,0,1,0.029731919063235895,128.9,742.1,1,1,4,1
356,tt1731701,barely lethal,2015,0.0,0,0,0.048600737312347826,19.9,520.0,1,2,1,1
357,tt0120907,existenz,1999,5.4,0,0,0.04034389500669554,28.3,415.9,3,1,7,1
358,tt0114681,to die for,1995,43.9,0,0,0.09989207827604377,41.3,438.7,3,1,2,0
359,tt0111252,spanking the monkey,1994,2.9,0,0,0.09174461523715133,0.4,191.3,1,1,3,0
360,tt0391104,baptists at our barbecue,2004,0.3,0,0,0.08931986844037268,0.8,15.4,1,1,3,0
361,tt0089444,krush groove,1985,32.3,0,0,0.08370156452697572,8.8,29.8,1,1,4,0
362,tt1033575,the descendants,2011,115.5,0,1,0.08285340347544562,28.0,255.9,1,1,3,0
363,tt0101745,doc hollywood,1991,126.4,0,0,0.0892805346443472,46.2,371.9,1,1,1,0
364,tt0106677,dazed and confused,1993,18.0,0,0,0.061257728603366556,150.1,281.4,1,1,2,0
365,tt0117333,phenomenon,1996,209.7,0,1,0.03977031521020835,64.1,399.8,1,1,1,1
366,tt0086984,body double,1984,26.6,0,0,0.09090710248782338,30.3,457.8,1,1,2,0
367,tt0398842,the celestine prophecy,2006,1.9,0,0,0.03922365581158942,15.6,282.4,1,1,5,1
368,tt0101507,boyz n the hood,1991,129.7,0,0,0.09801346294274908,15.0,366.5,1,1,1,0
369,tt0416887,kalamazoo,2006,0.1,0,0,0.09038288564106879,0.0,372.8,1,1,4,0
370,tt0246989,tomcats,2001,24.1,0,0,0.08790051661686883,19.5,294.7,1,1,3,0
371,tt6495770,action point,2018,6.3,0,0,0.09819985812162531,23.8,405.7,2,1,2,0
372,tt0790628,the incredible burt wonderstone,2013,30.4,0,1,0.08199392131038696,40.5,445.0,1,1,3,0
373,tt0095082,eight men out,1988,15.1,0,0,0.04750336085975091,16.2,376.1,1,1,1,1
374,tt6811018,the kid who would be king,2019,20.6,0,0,0.03422856542988198,72.5,289.5,1,1,4,1
375,tt0156323,screwed,2000,12.7,0,0,0.09320899187750104,18.3,380.3,1,1,2,0
376,tt11908172,the kill room,2023,0.1,0,0,0.02508214263776289,51.6,192.6,1,1,12,1
377,tt0107943,the remains of the day,1993,49.9,0,1,0.09410363740250006,25.0,241.3,2,2,2,0
378,tt6495770,action point,2018,6.3,0,0,0.09819985812162531,23.8,405.7,2,1,2,0
379,tt0795368,death at a funeral,2007,13.0,0,0,0.08476712446787316,13.6,487.3,3,1,8,0
380,tt5259822,tesla,2020,0.1,0,0,0.0810780354347704,6.1,258.8,1,2,6,0
381,tt5719700,home again,2017,34.7,0,1,0.09414707502005422,15.4,285.0,1,1,1,0
382,tt1343727,dredd,2012,18.4,0,0,0.04049457674867198,68.5,241.6,4,1,5,1
383,tt10896398,boogie,2021,4.8,0,0,0.09109073742842733,23.2,323.9,1,1,2,0
384,tt0084917,the world according to garp,1982,98.4,0,0,0.08257072362056816,55.4,321.5,1,1,2,0
385,tt0335438,starsky hutch,2004,146.8,0,0,0.06448575558447545,99.9,374.3,1,2,5,0
386,tt4034354,swiss army man,2016,5.5,0,0,0.04474873335299716,3.9,449.4,2,1,5,1
387,tt0139462,message in a bottle,1999,99.8,0,1,0.058602495088709565,151.0,486.7,1,1,3,0
388,tt0107840,poetic justice,1993,59.7,0,0,0.09235848667159119,30.5,278.3,1,1,1,0
389,tt0183505,me myself irene,2000,165.4,0,0,0.07791573344163048,93.1,628.4,1,2,2,0
390,tt0085334,a christmas story,1983,65.2,0,0,0.10153971873503946,10.4,359.2,2,1,2,0
391,tt0235737,the salton sea,2002,1.2,0,0,0.08527237008814133,31.5,336.6,1,1,3,0
392,tt0088172,starman,1984,86.8,0,0,0.03664477056150324,66.6,316.3,1,1,3,1
393,tt0252076,maid in manhattan,2002,164.2,0,0,0.0791977921158064,96.1,508.9,1,2,1,0
394,tt1972779,the best of me,2014,35.6,0,0,0.09218762782374047,34.5,348.8,1,1,1,0
395,tt2034800,the great wall,2016,59.2,0,0,0.021630433156523122,196.5,232.9,3,4,9,1
396,tt0094889,cocktail,1988,207.9,0,0,0.0857247108191898,53.2,658.1,1,3,3,0
397,tt0120738,lost in space,1998,133.3,0,1,0.026474617429638185,154.3,524.0,1,1,4,1
398,tt0844671,college,2008,6.9,0,0,0.09697135537051334,10.2,192.5,1,1,1,0
399,tt0100140,mermaids,1990,84.5,0,1,0.07854448515092331,74.6,277.0,1,1,1,0
400,tt9208444,impractical jokers the movie,2020,12.7,0,0,0.09494446111372384,3.6,201.7,1,1,2,0
401,tt0085894,the man with two brains,1983,32.7,0,0,0.04285815799120892,31.9,321.5,1,1,2,1
402,tt0104454,howards end,1992,58.5,0,1,0.09189307998798794,17.9,357.9,3,2,5,0
403,tt0935075,rabbit hole,2010,3.2,0,1,0.08956719683473117,7.2,356.3,1,1,3,0
404,tt0104567,johnny suede,1991,0.1,0,0,0.09926863216732637,1.2,146.0,3,1,4,0
405,tt0120112,shes so lovely,1997,14.3,0,0,0.09812295553928059,35.3,346.9,2,1,1,0
406,tt0120586,american history x,1998,13.0,0,0,0.08242012499911919,38.6,252.1,1,1,3,0
407,tt0093818,radio days,1987,40.9,0,1,0.08643110464692025,44.3,298.6,1,1,1,0
408,tt0375173,alfie,2004,22.3,0,1,0.07481276600356347,99.9,316.7,2,1,2,0
409,tt1659337,the perks of being a wallflower,2012,24.3,0,0,0.09918160235842265,17.8,507.0,1,1,1,0
410,tt3544112,sing street,2016,4.2,0,0,0.09029173768751922,5.2,159.8,3,1,6,0
411,tt0844671,college,2008,6.9,0,0,0.09697135537051334,10.2,192.5,1,1,1,0
412,tt1907639,hardflip,2012,0.1,0,0,0.04743370145711499,1.4,58.4,1,1,1,1
413,tt0094612,action jackson,1988,53.8,0,0,0.04616460914849075,18.6,448.0,1,2,2,1
414,tt0204626,the watcher,2000,52.9,0,1,0.07111493887575428,60.3,395.3,1,2,5,0
415,tt0805526,facing the giants,2006,15.9,0,0,0.08524660028431578,0.2,268.5,1,1,5,0
416,tt0094761,the blob,1988,21.9,0,0,0.04012673618333798,50.5,278.9,1,1,2,1
417,tt3530002,the night before,2015,57.1,0,0,0.03974806965571499,33.2,442.5,1,1,4,1
418,tt0118798,bulworth,1998,51.2,0,0,0.08620671165107907,57.9,375.2,1,1,1,0
419,tt1190617,an american carol,2008,10.2,0,0,0.043936813972701674,29.2,135.1,1,1,1,1
420,tt0265459,one hour photo,2002,55.2,0,1,0.039604663098423636,21.0,353.7,1,1,4,1
421,tt2381941,focus,2015,71.5,0,0,0.07404302353168625,66.5,691.0,1,1,5,0
422,tt0102749,a rage in harlem,1991,24.1,0,0,0.0994358346534511,18.5,382.2,2,1,2,0
423,tt0097216,do the right thing,1989,65.9,0,0,0.09349030265612969,16.5,406.8,1,4,3,0
424,tt0174204,simpatico,1999,1.7,0,0,0.09603288861344388,18.9,284.7,3,1,4,0
425,tt0386117,where the wild things are,2009,113.2,0,1,0.02849184806531701,146.6,229.0,3,1,5,1
426,tt0112896,dracula dead and loving it,1995,22.0,0,0,0.04512217312171575,61.9,749.7,2,2,2,1
427,tt0870154,jungle cruise,2021,135.7,0,0,0.02121506656164976,232.0,536.7,1,8,6,1
428,tt0937375,this christmas,2007,74.5,0,0,0.09746603535767112,19.7,425.5,1,1,1,0
429,tt1541160,flypaper,2011,0.0,0,0,0.09404903311163604,7.0,342.6,2,1,4,0
430,tt5580036,i tonya,2017,38.5,0,0,0.0950536149142517,14.1,428.2,1,1,2,0
431,tt0264796,life as a house,2001,27.8,0,1,0.09047424794108384,32.0,356.3,1,1,1,0
432,tt0092798,critical condition,1987,56.0,0,0,0.08969752742860732,38.7,247.8,1,1,1,0
433,tt0290212,full frontal,2002,4.4,0,1,0.09073836277068915,3.5,368.6,1,1,3,0
434,tt0087277,footloose,1984,242.1,0,0,0.08895564101721527,24.8,486.9,1,1,3,0
435,tt0083001,roar,1981,7.3,0,0,0.039432913148527524,58.8,45.3,1,1,1,1
436,tt0408345,firewall,2006,76.0,0,0,0.036138429085924115,70.2,436.5,2,1,5,1
437,tt0114681,to die for,1995,43.9,0,0,0.09989207827604377,41.3,438.7,3,1,2,0
438,tt0092798,critical condition,1987,56.0,0,0,0.08969752742860732,38.7,247.8,1,1,1,0
439,tt7334528,uncle drew,2018,53.2,0,0,0.09167359548103513,23.8,380.3,1,1,2,0
440,tt4701724,early man,2018,10.4,0,1,0.03681917882935343,62.6,431.0,3,1,6,1
441,tt1964418,tomorrowland,2015,124.0,0,1,0.02030216474596962,252.1,566.9,1,1,3,1
442,tt0096426,waxwork,1988,2.1,0,0,0.04909893312272235,8.0,401.0,3,1,4,1
443,tt0115906,citizen ruth,1996,0.7,0,0,0.09626648697897794,6.0,347.3,1,1,2,0
444,tt0116922,lost highway,1997,7.5,0,0,0.04241215481382812,29.4,336.7,2,1,4,1
445,tt0082121,bustin loose,1981,108.1,0,0,0.08625937292638773,38.0,257.9,1,1,2,0
446,tt0388183,kings ransom,2005,6.5,0,0,0.08991276571273508,24.1,388.7,2,1,4,0
447,tt0437800,akeelah and the bee,2006,29.4,0,0,0.0822183841875681,12.5,277.6,1,1,5,0
448,tt0122718,small soldiers,1998,106.4,0,0,0.03667955225576825,77.2,543.1,1,1,3,1
449,tt0425210,lucky number slevin,2006,35.1,0,1,0.03988196571158951,42.1,366.9,4,1,7,1
450,tt0280707,gosford park,2001,73.3,0,1,0.091609334177658,35.2,644.3,2,1,3,0
451,tt0387059,bee season,2005,1.9,0,1,0.0860598208153115,22.5,108.1,1,1,2,0
452,tt1232783,sorority row,2009,17.5,0,0,0.042258528687462965,18.3,239.1,1,1,3,1
453,tt0290212,full frontal,2002,4.4,0,1,0.09073836277068915,3.5,368.6,1,1,3,0
454,tt0244970,someone like you,2001,48.5,0,1,0.08530693966658323,40.8,428.9,1,1,2,0
455,tt0157503,drop dead gorgeous,1999,19.9,0,0,0.045411452892278,18.9,429.6,1,1,2,1
456,tt0082763,modern problems,1981,84.7,0,0,0.044650221830189525,27.7,209.3,1,1,1,1
457,tt0089424,kiss of the spider woman,1985,42.6,0,0,0.1106695507038053,0.0,119.7,2,5,1,0
458,tt8093700,the woman king,2022,72.3,0,1,0.03817250269757421,53.7,554.3,2,2,5,1
459,tt14060232,infinite storm,2022,1.7,0,0,0.04216604712113204,5.1,671.1,2,1,7,1
460,tt0124315,the cider house rules,1999,108.6,0,1,0.08169225050022985,45.3,519.8,1,1,3,0
461,tt0279113,the good girl,2002,24.5,0,0,0.10320283189215898,14.0,390.2,3,1,3,0
462,tt0997047,college road trip,2008,66.6,0,0,0.04280728891705132,36.5,326.3,1,2,2,1
463,tt0471042,tower heist,2011,109.1,0,0,0.03200064637581177,104.8,526.4,1,1,4,1
464,tt7158430,hearts beat loud,2018,3.0,0,0,0.0876818106511843,2.5,216.5,1,1,4,0
465,tt0403016,supercross,2005,5.0,0,0,0.04359915218310605,25.8,306.6,1,1,2,1
466,tt0077523,every which way but loose,1978,502.8,0,0,0.04251296231240934,24.1,106.3,1,1,2,1
467,tt0088930,clue,1985,39.1,0,0,0.07980625786373516,43.8,350.5,1,2,4,0
468,tt5028822,what happened last night,2016,0.0,0,0,0.09754983413357556,0.0,21.4,1,1,1,0
469,tt0239949,say it isnt so,2001,9.8,0,1,0.08065533357166683,44.4,414.1,1,1,3,0
470,tt0107612,mr nanny,1993,9.2,0,0,0.044390510989738674,21.8,48.3,1,1,1,1
471,tt0109504,crooklyn,1994,27.6,0,0,0.08973371838911176,29.7,189.6,1,3,2,0
472,tt0841046,walk hard the dewey cox story,2007,27.8,0,0,0.08410301069613951,53.1,399.1,1,1,2,0
473,tt1205489,gran torino,2008,216.3,0,0,0.07751814404293157,48.2,756.1,2,1,7,0
474,tt0091159,gung ho,1986,105.0,0,0,0.09221730400984975,37.3,409.3,1,1,1,0
475,tt0094138,three oclock high,1987,10.2,0,0,0.0955525963520235,16.6,223.7,1,1,1,0
476,tt0308506,like mike,2002,89.9,0,0,0.03597074349562842,52.4,485.7,1,1,5,1
477,tt2247476,when the game stands tall,2014,40.0,0,0,0.09299297251620187,19.9,397.6,1,1,2,0
478,tt0120907,existenz,1999,5.4,0,0,0.04034389500669554,28.3,415.9,3,1,7,1
479,tt0947802,lakeview terrace,2008,57.3,0,0,0.04403200610065186,29.2,442.0,1,1,2,1
480,tt0889583,brno,2009,88.0,0,0,0.08578039139551917,61.6,387.5,2,3,3,0
481,tt0329575,seabiscuit,2003,205.5,0,1,0.025699423061703117,148.7,509.3,1,1,5,1
482,tt11291274,the unbearable weight of massive talent,2022,21.8,0,1,0.04158442993969718,32.2,236.2,1,2,2,1
483,tt0241760,the new guy,2002,50.6,0,0,0.08790538270282715,22.7,278.5,1,2,3,0
484,tt0120683,gloria,1999,7.9,0,1,0.03747827960892986,56.6,150.2,1,1,2,1
485,tt1127896,taking woodstock,2009,10.9,0,0,0.08805341623442947,44.0,366.7,2,1,3,0
486,tt2304933,the th wave,2016,45.7,0,0,0.03694308328579349,49.8,312.0,1,1,4,1
487,tt3530002,the night before,2015,57.1,0,0,0.03974806965571499,33.2,442.5,1,1,4,1
488,tt2062700,song to song,2017,0.6,0,1,0.08865027542657342,12.8,402.2,1,1,3,0
489,tt0140352,the insider,1999,54.7,0,1,0.024459681267465953,169.8,381.7,1,4,5,1
