imdb_id,title,release_year,budget,production_companies,production_countries,spoken_languages
tt2417650,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,2013,3000000,Silver Nitrate,United States of America,English
tt0455326,Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,750000,"Adult Swim, Williams Street, First Look Pictures",United States of America,English
tt0091653,Nothing in Common,1986,12000000,TriStar Pictures,United States of America,"English, Spanish"
tt1703125,Someday This Pain Will Be Useful to You,2012,8000000,"BNL – Gruppo BNP Paribas, Jean Vigo Italia, Four of a Kind Productions, The 7th Floor, MiC, RAI Cinema","Italy, United States of America","English, Japanese"
tt0081259,The Octagon,1980,4000000,American Cinema Productions,United States of America,English
tt0325055,Sylvia,2003,7000000,"Focus Features, BBC Film",United Kingdom,English
tt2210834,Jimmy P.,2013,10000000,"Orange Studio, Why Not Productions, Worldview Entertainment","France, United States of America",English
tt0117283,The Pallbearer,1996,8000000,"The Chess Club, Miramax",United States of America,English
tt0079103,Elvis,1979,2100000,Dick Clark Productions,United States of America,English
tt1720182,October Baby,2011,1000000,"Gravitas Ventures, Provident Films",United States of America,English
tt0870937,Open Graves,2009,6500000,"Open Pictures, Alchemedia Films, Manufacturas Audiovisuales, ICAA","United States of America, Spain",English
tt1630626,Blue Crush 2,2011,7000000,"Capital Arts Entertainment, Universal Studios Home Entertainment, Imagine Entertainment, Moonlighting Films, Universal Pictures","South Africa, United States of America",English
tt2740710,Atlantic Rim,2013,500000,"The Asylum, Tiki Terrors",United States of America,English
tt14349032,The Good Neighbor,2022,105,"Forma Pro Films, Altit Media Group","United States of America, Latvia",English
tt0095484,Lady in White,1988,4700000,New Sky Communications Inc.,United States of America,English
tt1194271,Against the Dark,2009,9000000,"Steamroller Productions, Castel Film","United States of America, Romania",English
tt0095904,Prison,1987,4000000,Empire Pictures,United States of America,English
tt3640682,I Smile Back,2015,495000,"Koppelman-Levien, Egoli Tossell Film",United States of America,English
tt2210463,Battle of the Damned,2013,8000000,"Boku Films, Compound B","United States of America, Singapore","English, Spanish"
tt0094731,Betrayed,1988,19000000,"CST Telecommunications, United Artists, Winkler Films","Japan, United States of America",English
tt0105792,Waxwork II: Lost in Time,1992,3500000,Contemporary Films,United States of America,English
tt0092627,The Bedroom Window,1987,8300000,DEG,United States of America,English
tt1453245,Devil's Playground,2010,2400000,"HMR Films, Intandem Films, Black & Blue Films",United Kingdom,English
tt0086955,Best Defense,1984,18000000,"Paramount, Cinema Group Ventures",United States of America,English
tt0330181,Gacy,2003,250000,"DEJ Productions, Peninsula Films, Rillington Production",United States of America,English
tt0162360,"Happy, Texas",1999,1700000,"Marked Entertainment, Miramax",United States of America,English
tt0120112,She's So Lovely,1997,18000000,Miramax,"France, United States of America",English
tt0903627,Julia,2008,6000000,"Le Bureau, Jaibol Films, Les Productions Bagheera, France 3 Cinéma, uFilm, StudioCanal, The 7th Floor, Canal+, France 3, MEDIA Programme of the European Union, Motion Investment Group, Saga Film","Belgium, United States of America, France, Mexico","English, Spanish"
tt0491046,A Matador's Mistress,2008,28000000,,"Spain, United Kingdom, France, United States of America, Germany","Spanish, English"
tt14656632,Paradise City,2022,20000000,"308 Enterprises, Arcana Studio, BondIt Media Capital, Buffalo 8 Productions, Grandave Capital, Yale Productions, Saban Films",United States of America,English
tt2165765,Fear Clinic,2014,1000000,"Anchor Bay Entertainment, Dry County Films, Movie Machine",United States of America,English
tt0354766,Never Die Alone,2004,3000000,"White Orchid Films, ContentFilm, Fearon Entertainment, Bloodline Films, Visionbox Pictures",United States of America,English
tt0112389,The Thief and the Cobbler,1993,28000000,"Allied Filmmakers, Richard Williams Productions, Miramax",United Kingdom,English
tt8406660,Inmate Zero,2020,141129,Golden Crab Films,United States of America,English
tt0093660,Nuts,1987,25000000,"Barwood Films, Warner Bros. Pictures",United States of America,English
tt0094799,"Bright Lights, Big City",1988,25000000,"Star Partners, United Artists, Mirage Enterprises, CST Telecommunications","Japan, United States of America",English
tt0086346,Spacehunter: Adventures in the Forbidden Zone,1983,15000000,"Delphi Productions, Zone Productions, Columbia Pictures",United States of America,English
tt1400526,Lost Boys: The Thirst,2010,4400000,"ApolloMovie Beteiligungs, Thunder Road, Hollywood Media Bridge, Film Afrika, Warner Premiere","Germany, South Africa, United States of America","English, Spanish, Polish"
tt0076263,Killer of Sheep,1978,100000,Milestone FIlms,United States of America,English
tt1925479,Officer Down,2013,12000000,Jeff Most Productions,United States of America,English
tt0072912,The Drowning Pool,1975,2700000,"First Artists, Coleytown, Turman-Foster Company, David Foster Productions",United States of America,English
tt0081764,Without Warning,1980,150000,"Heritage Enterprises Inc., World Amusement Partnership #106, Filmways Pictures",United States of America,English
tt0265171,Elvira's Haunted Hills,2002,1500000,Media Pro Pictures,United States of America,English
tt0102800,Robot Jox,1989,10000000,"Empire Pictures, Altar Productions",United States of America,English
tt0085852,Liquid Sky,1982,500000,Z Films Inc.,United States of America,English
tt0114272,Restoration,1995,19000000,Miramax,United States of America,English
tt0462346,How to Eat Fried Worms,2006,26000000,"New Line Cinema, Walden Media",United States of America,English
tt0778661,Daddy's Little Girls,2007,10000000,"Tyler Perry Studios, Lions Gate Films",United States of America,English
tt0242587,L.I.E.,2001,700000,"Alter Ego Entertainment, Belladonna Productions",United States of America,English
tt4401006,Eat Locals,2017,2073816,Evolution Pictures,United Kingdom,English
tt0120703,How Stella Got Her Groove Back,1998,20000000,20th Century Fox,United States of America,English
tt0425598,Dave Chappelle's Block Party,2005,3000000,Yari Film Group,United States of America,"German, English"
tt0297037,Brown Sugar,2002,8000000,"Fox Searchlight Pictures, Evergreen Productions, Heller Highwater Productions, Magic Johnson Entertainment, 20th Century Fox",United States of America,English
tt0377100,Out of Reach,2004,20000000,"Franchise Pictures, Epsilon Motion Pictures","Poland, United States of America",English
tt0262432,George Washington,2000,42000,"Youandwhatarmy Filmed Challenges, Blue Moon Productions, Down Home Entertainment",United States of America,English
tt0109417,China Moon,1994,15000000,Orion Pictures,United States of America,English
tt1719071,Another Happy Day,2011,4000000,"Filmula, Mandalay Pictures, Voltage Pictures, Taggart Productions, Princess Pictures, Red Rover Films, Prop Blast Films, Cineric, New Mexico Media Partners","Australia, United States of America",English
tt0099587,Flight of the Intruder,1991,35000000,Paramount,United States of America,English
tt0102655,The Perfect Weapon,1991,10000000,Paramount,United States of America,"English, Korean"
tt0083001,Roar,1981,17000000,American Filmworks,United States of America,English
tt0887719,Blonde Ambition,2007,10000000,,United States of America,"Norwegian, English"
tt0120683,Gloria,1999,30000000,"Mandalay Entertainment, Columbia Pictures",United States of America,English
tt21617448,Inhumans: The First Chapter,2017,80000000,"ABC Studios, IMAX, Marvel Television",United States of America,English
tt0113376,Ice Cream Man,1995,2000000,"Doublesteen Productions, David M. Goldstein Productions",United States of America,English
tt0107504,Man's Best Friend,1993,6000000,"Roven-Cavallo Entertainment, New Line Cinema",United States of America,"German, English"
tt0106455,Boiling Point,1993,9000000,"StudioCanal, Warner Bros. Pictures",United States of America,English
tt9883996,Dream Horse,2021,20000000,"Film4 Productions, RAW, Ffilm Cymru Wales, Ingenious Media, Topic Studios, Cornerstone Films, Stage 6 Films, Bleecker Street","United Kingdom, United States of America",English
tt5304996,The Standoff at Sparrow Creek,2019,450000,"Cinestate, Look to the Sky Films, Madhouse Entertainment, Torfoot Films, XYZ Films, Zero Trans Fat Productions",United States of America,English
tt18079362,80 for Brady,2023,28000000,"199 Productions, Watch This Ready, Fifth Season, Tempesta Films, Paramount, CJ Entertainment","South Korea, United States of America",English
tt1396221,Passion Play,2011,8000000,Rebecca Wang Entertainment,United States of America,English
tt0082332,Enter the Ninja,1981,1500000,"City Film, Golan-Globus Productions, Cannon Group",United States of America,English
tt0089537,Mala Noche,1986,22500,,United States of America,"English, Italian, Spanish"
tt0072705,Bite the Bullet,1975,4000000,"Persky-Bright Productions, Vista, Columbia Pictures",United States of America,"Spanish, English"
tt1462901,All Is Bright,2013,10000000,"GreenStreet Films, Touchy Feely Films, Sidney Kimmel Entertainment",United States of America,English
tt0417056,Pledge This!,2006,8300000,"Paris Hilton Entertainment, Pledge This Holdings",United States of America,English
tt1331064,Paper Heart,2009,1000000,,United States of America,English
tt0276033,The Country Bears,2002,35000000,Walt Disney Pictures,United States of America,English
tt0076704,Shock Waves,1977,200000,Zopix Company,United States of America,English
tt0290332,The Wash,2001,7000000,"Lionsgate, Lithium Entertainment Group",United States of America,English
tt1258137,"Give 'em Hell, Malone",2009,15000000,"Martini Films, North by Northwest Entertainment, Hannibal Pictures",United States of America,English
tt0119832,One Night Stand,1997,24000000,New Line Cinema,United States of America,English
tt0116414,Girl 6,1996,12000000,"Fox Searchlight Pictures, 40 Acres and a Mule Filmworks",United States of America,English
tt0439544,Dirty,2005,3000000,"Deviant Films, Silver Nitrate",United States of America,"Spanish, English, Russian"
tt0077280,The Buddy Holly Story,1978,1200000,"Innovisions, Columbia Pictures",United States of America,English
tt1821427,Offender,2012,2000000,"Gunslinger, RDT Productions, IM Global",United Kingdom,English
tt1728975,Elevator,2013,500000,Quite Nice Pictures,"United States of America, Norway","English, French"
tt6032328,Finding Steve McQueen,2019,7000000,"AMBI Group, BondIt, Identity Films, Paradox Studios, Premiere Picture",United States of America,English
tt0122143,The Last Broadcast,1998,900,FFM Productions,United States of America,English
tt0119709,Most Wanted,1997,25000000,"New Line Cinema, Ivory Way Productions",United States of America,"English, Portuguese"
tt0425196,Like Minds,2006,8000000,"Bluewater Pictures, Lumina Films, Australian Film Finance Corporation, Tempo Productions, New South Wales Film & Television Office, Australian Film Commission, South Australian Film Corporation, Screen Yorkshire","United Kingdom, Australia",English
tt0082378,Final Exam,1981,374000,"Motion Picture Marketing (MPM), Peninsula Management Productions",United States of America,English
tt0196158,Ticker,2001,7000000,,United States of America,English
tt0097662,Kill Me Again,1989,4000000,"Propaganda Films, PolyGram Filmed Entertainment, Metro-Goldwyn-Mayer",United States of America,English
tt0427968,Trust the Man,2005,9000000,Trust the Man LLC,United States of America,English
tt1568341,Some Guy Who Kills People,2011,300000,,United States of America,English
tt3552892,Hungerford,2014,40000,Wildseed Studios,United Kingdom,"German, English"
tt0380817,Winter Passing,2006,3500000,"Yari Film Group, Stratus Film Co.",United States of America,English
tt0763304,Doogal,2006,20000000,The Weinstein Company,"France, United Kingdom, United States of America",English
tt0138414,Edge of Seventeen,1998,1500000,"Blue Streak Films, Luna Pictures",United States of America,English
tt1606339,Sushi Girl,2012,2000000,"Level Up Productions, Assembly Line, Stray Angel Films, ToMmY K. PICTURES",United States of America,English
tt0080646,Don't Go in the House,1979,250000,Turbine Films Inc.,United States of America,English
tt1247704,Women in Trouble,2009,3000000,Gato Negro Films,United States of America,English
tt1174042,The Myth of the American Sleepover,2011,30000,"Roman Spring Pictures, IFC Films",United States of America,English
tt1533058,Julia X,2011,4000000,Dixie Theatrical Corporation,United States of America,"French, English"
tt0088001,Rhinestone,1984,28000000,20th Century Fox,United States of America,English
tt0384533,She Hate Me,2004,8000000,40 Acres and a Mule Filmworks,United States of America,"German, Spanish, English"
tt3593046,Lost in the Sun,2015,25000,,United States of America,English
tt0091647,Nomads,1986,2278264,Cinema 7,United States of America,"English, French"
tt0084749,The Sword and the Sorcerer,1982,4000000,Sorcerer Productions,United States of America,English
tt0373024,Imaginary Heroes,2004,10000000,"ApolloProMedia GmbH & Co. 1. Filmproduktion KG (I), QI Quality International GmbH & Co. KG, Signature Pictures, The Linson Company","Belgium, Germany, United States of America",English
tt0303929,Dracula III: Legacy,2005,10000000,"Castel Film, Dimension Films, Neo Art & Logic","Romania, United States of America",English
tt0103007,The Super,1991,22000000,"JVC, Largo Entertainment","Japan, United States of America","English, Spanish"
tt0102411,The Marrying Man,1991,26000000,"Hollywood Pictures, Permut Presentations, Silver Screen Partners IV",United States of America,English
tt0099173,Brain Dead,1990,2000000,"New Horizons, Concorde Pictures",United States of America,English
tt0082948,Private Lessons,1981,2800000,"Jensen Farley Pictures, Barry & Enright Productions",United States of America,English
tt0091374,Lady Jane,1986,8500000,"Capital Equipment Leasing, Paramount",United Kingdom,English
tt4411234,Slice,2018,1000000,N2ition Cinema,United States of America,English
tt0160429,The King and I,1999,25000000,"NEST Family Entertainment, Rich Animation Studios, Morgan Creek",United States of America,English
tt0419358,The Poseidon Adventure,2005,14000000,"Silverstar Limited, Larry Levinson Productions",United States of America,English
tt0194218,Panic,2000,1000000,"Artisan Entertainment, Mad Chance, The Vault, Tin Toy Productions LLC, Lions Gate Films",United States of America,English
tt1418712,Outpost: Black Sun,2012,3000000,"Black Camel Pictures, Splice Post",United Kingdom,English
tt0335013,The Company,2003,15000000,"CP Medien AG, Capitol Films, Killer Films, John Wells Productions, First Snow Productions, Sandcastle 5, Sony Pictures Classics, S.R.O. Entertainment AG, Marly Pictures Inc.","Germany, United States of America, United Kingdom",English
tt0067810,Sweet Sweetback's Baadasssss Song,1971,150000,Yeah,United States of America,English
tt0096142,Sorority Babes in the Slimeball Bowl-O-Rama,1988,90000,"Full Moon Features, Urban Classics, Titan Productions",United States of America,English
tt7681970,After Porn Ends 3,2018,500000,"Karbonshark, WeBros Entertainment",United States of America,English
tt0099524,Evil Toons,1992,140000,"American Independent Productions, Curb/Esquire Films",United States of America,English
tt0104107,Diggstown,1992,17000000,Metro-Goldwyn-Mayer,United States of America,English
tt2041331,Sx_Tape,2013,600000,"Aeroplano, La.Lune Entertainment",United States of America,English
tt3688342,Zoo,2018,4000000,"Ripple World Pictures, Wee Buns","United Kingdom, Ireland",English
tt0110255,Kickboxer 4: The Aggressor,1994,400000,Kings Road Entertainment,United States of America,English
tt0078405,The Toolbox Murders,1978,185000,"Tony DiDio Productions, Cal-Am Productions",United States of America,English
tt0110399,A Low Down Dirty Shame,1994,10000000,"Caravan Pictures, Hollywood Pictures",United States of America,English
tt0087428,The Hotel New Hampshire,1984,7500000,"Orion Pictures, Woodfall Film Productions, Filmline Productions","Canada, United Kingdom, United States of America",English
tt0079336,The In-Laws,1979,9000000,Warner Bros. Pictures,United States of America,"English, Spanish"
tt0910934,Urban Justice,2007,12000000,"Hood to Hood Productions, Sony Pictures Home Entertainment, XIT Financial Group",United States of America,"English, Spanish, German"
tt0262396,Empire,2002,4000000,"Universal Pictures, Bigel / Mailer Films",United States of America,"English, Spanish"
tt0094077,Surf Nazis Must Die,1987,20000,"Troma Entertainment, The Institute",United States of America,English
tt0469937,Like Mike 2: Streetball,2006,5000000,"20th Century Fox Home Entertainment, 20th Century Fox",United States of America,English
tt0089913,Revolution,1985,28000000,"Goldcrest, Viking Film","Norway, United Kingdom",English
tt0343996,The Lost City,2005,9600000,Lions Gate Films,United States of America,English
tt0077714,I Wanna Hold Your Hand,1978,2700000,Universal Pictures,United States of America,English
tt0104418,Highway to Hell,1991,9000000,Hemdale Film Corporation,United States of America,English
tt0155110,Richie Rich's Christmas Wish,1998,6000000,"The Harvey Entertainment Company, Saban Entertainment",United States of America,English
tt1139282,Stolen,2009,2000000,"Boy in the Box, Capitol Films, 2 Bridges Productions, A2 Entertainment Group",United States of America,English
tt5788136,The Institute,2017,3000000,"Dark Rabbit Productions, Redwire Pictures, Campbell Grobman Films, Jeff Rice Films",United States of America,English
tt0084732,Still of the Night,1982,10000000,"United Artists, Metro-Goldwyn-Mayer",United States of America,English
tt0925248,In the Shadow of the Moon,2007,2000000,"Discovery Films, Passion Pictures, Film4 Productions, DOX Productions, Polyband","United States of America, United Kingdom",English
tt0316824,In Enemy Hands,2005,5400000,"Pierce/Williams Entertainment, Artisan Entertainment, Splendid Pictures, John Brister Productions",United States of America,"German, English"
tt7939428,10 Things We Should Do Before We Break Up,2020,5000000,,United States of America,English
tt0372884,Eating Out,2004,50000,Ariztical Entertainment,United States of America,English
tt0092226,Wise Guys,1986,13000000,Metro-Goldwyn-Mayer,United States of America,"English, Italian"
tt0298504,Undertaking Betty,2002,8000000,"Spice Factory, Snowfall Films, Great British Films, Miramax","Germany, United Kingdom, United States of America",English
tt0119079,Onegin,1999,14000000,"CanWest Global Communications Corporationt, Onegin Productions","United Kingdom, United States of America","English, French"
tt0117965,The Trigger Effect,1996,8000000,"Gramercy Pictures, Universal Pictures, Amblin Entertainment",United States of America,"English, Italian"
tt1366338,Lowriders,2017,916000,"Imagine Entertainment, Universal Pictures, Blumhouse Productions, BH Tilt",United States of America,"English, Italian"
tt0113360,The Hunted,1995,15000000,"Bregman/Baer Productions, Universal Pictures",United States of America,"English, Japanese, Portuguese"
tt0066578,The Wizard of Gore,1970,60000,Mayflower Pictures,United States of America,English
tt0369918,Shallow Ground,2005,72000,Deco Filmworks,United States of America,English
tt2490004,The Little Rascals Save the Day,2014,8000000,"Capital Arts Entertainment, Universal Pictures, Universal 1440 Entertainment",United States of America,English
tt0099026,The Ambulance,1990,4000000,"Epic Productions, Esparza / Katz Productions",United States of America,English
tt0120742,Major League: Back to the Minors,1998,18000000,Morgan Creek,United States of America,English
tt0304328,Levity,2003,7500000,"StudioCanal, FilmColony, Echo Lake Entertainment","France, United States of America",English
tt2204315,Saving Santa,2013,7500000,"Prana Studios, Prana Animation Studios, Gateway Films","India, United Kingdom, United States of America",English
tt0416243,Submerged,2005,15000000,"Euroimage EOOD, Luminosity Media, Millennium Media, EFO Films","Bulgaria, United States of America, United Kingdom",English
tt0114658,Theodore Rex,1995,33500000,"New Line Cinema, J&M Entertainment, Shooting Star Entertainment",United States of America,English
tt2006753,Heavenly Sword,2014,6000000,"Blockade Entertainment, AZ Works",United States of America,English
tt0120036,Rosewood,1997,30000000,"Peters Entertainment, New Deal Productions, Warner Bros. Pictures",United States of America,English
tt0118040,Unforgettable,1996,18000000,"Dino De Laurentiis Company, Spelling Films, Metro-Goldwyn-Mayer",United States of America,"English, Spanish"
tt1186788,Baby on Board,2009,8000000,"A Plus Entertainment, Big Shot Productions, Entertainment 7",United States of America,English
tt3727824,The Ouija Experiment 2: Theatre of Death,2015,875,La Luna Entertainment,United States of America,English
tt1682940,Playback,2012,7500000,Bennett-Robbins Productions,United States of America,English
tt0976247,"Surfer, Dude",2008,6000000,,United States of America,English
tt20768712,Book Club: The Next Chapter,2023,20000000,"Makeready, Fifth Season, Apartment Story, Focus Features, Universal Pictures",United States of America,English
tt0094033,Steel Dawn,1987,3520000,"Toron Screen Corporation, Vestron Pictures, Independent Film Centre, Lions Gate Films, Silver Lion Films",United States of America,English
tt2112277,Swelter,2014,8000000,"Exchange Peaks Film Capital, Grand Peaks Entertainment, Film Invaders",United States of America,English
tt0266391,The Cat's Meow,2001,7000000,"CP Medien AG, Lions Gate Films, Dan Films","Germany, United Kingdom, United States of America",English
tt0069976,Dillinger,1973,1000000,American International Pictures,United States of America,"Spanish, English"
tt0113691,Losing Isaiah,1995,17000000,Paramount,United States of America,English
tt2544734,Bullet,2014,3000000,"Giant Ape Media, SC Films International",United States of America,"English, Spanish, French, German"
tt0349889,Unstoppable,2004,20000000,"Millennium Media, Coast Productions A.V.V.","United States of America, Aruba",English
tt0377800,Don't Come Knocking,2005,11000000,"Reverse Angle International, Reverse Angle Production, ARTE France Cinéma","Germany, United States of America, France, United Kingdom",English
tt1235170,The Future,2011,1000000,"GNK Productions, The Match Factory, Medienboard Berlin-Brandenburg, Film4 Productions, Haut et Court, Razor Film Produktion","Germany, United States of America, France, United Kingdom",English
tt0362389,44 Minutes: The North Hollywood Shoot-Out,2003,10000000,,United States of America,English
tt0068718,The Hot Rock,1972,4895000,"Landers-Roberts Productions, 20th Century Fox",United States of America,English
tt1629439,51,2011,1000000,After Dark Films,United States of America,"French, English"
tt0462219,Camille,2008,6000000,A-Mark Entertainment,United Kingdom,English
tt0074279,Cannonball,1976,780000,"New World Pictures, Cross Country, Harbor Productions, Shaw Brothers","United States of America, Hong Kong","German, English"
tt11448490,Masquerade,2021,2500000,"Rider Entertainment, XYZ Films, Shout! Studios",United States of America,English
tt0119906,Playing God,1997,12000000,"Touchstone Pictures, Beacon Pictures",United States of America,"English, French, Russian"
tt1560954,Gun,2010,10000000,"Cheetah Vision, Hannibal Pictures, EFO Films, Image Entertainment",United States of America,English
tt2234025,Coffee Town,2013,2000000,CollegeHumor,United States of America,English
tt3569356,Not Cool,2014,800000,"Steeltown Entertainment, Point Park University, Shaderville",United States of America,English
tt13680520,9 Bullets,2022,3000000,"Foresight Entertainment, Pop Films, Screen Media Films",United States of America,English
tt0082353,Eyewitness,1981,8500000,20th Century Fox,United States of America,English
tt2381046,Jamie Marks Is Dead,2014,2200000,"Mountaintop Productions, Verisimilitude",United States of America,English
tt0383353,Evil Aliens,2006,500000,Falcon Media Limited,United Kingdom,English
tt0099018,Almost an Angel,1990,25000000,Paramount,United States of America,English
tt0472205,Watching the Detectives,2007,2000000,,United States of America,English
tt0080100,The Visitor,1979,800000,"Brouwersgracht Investments, Swan American Film","Italy, United States of America",English
tt0361309,We Don't Live Here Anymore,2004,3000000,"Front Street Productions, Renaissance Films, Warner Bros. Pictures","United States of America, Canada",English
tt0082346,Evilspeak,1981,1000000,"Coronet Film, Leisure Investment Company",United States of America,English
tt1594917,Age of the Dragons,2011,5000000,,United States of America,English
tt0094701,Bad Dreams,1988,4000000,"No Frills Film Production, 20th Century Fox",United States of America,English
tt0959306,Reach Me,2014,5000000,"Windy Hill Pictures, Seraphim Films Inc.",United States of America,English
tt0339736,The Evil Within,2017,4000000,"Writers Studio, The, Supernova LLC",United States of America,English
tt0290212,Full Frontal,2002,2000000,"Populist Pictures, Miramax, Monophonic Inc.",United States of America,English
tt0811073,Slaughtered Vomit Dolls,2006,100000,"Kingdom of Hell Productions, Unearthed Films","Canada, United States of America",English
tt0282698,Love Liza,2002,1000000,"Sony Pictures Classics, Le Studio Canal+, Kinowelt Filmproduktion, Wild Bunch, Muse Productions",United States of America,English
tt0085672,Hercules,1983,2500000,"Golan-Globus Productions, Cannon Italia Srl, Cannon Group, Metro-Goldwyn-Mayer","Italy, United States of America","English, Italian"
tt1360767,A Dangerous Man,2009,6500000,"My Own Worst Enemy, Steamroller Productions, Legacy Filmworks, Voltage Pictures",United States of America,English
tt0124179,Two Girls and a Guy,1997,1000000,Fox Searchlight Pictures,United States of America,English
tt0095312,Hollywood Chainsaw Hookers,1988,23000,"American Independent Productions, Camp Video, Savage Cinema",United States of America,English
tt0075936,Desperate Living,1977,65000,Charm City Productions,United States of America,English
tt1107859,Kill Switch,2008,10000000,"Nu Image, Insight Film Studios, CineTel Films, Peace Arch Entertainment Group, Steamroller Productions, Two 4 The Money Media","Canada, United States of America",English
tt0080464,The Boogey Man,1980,300000,The Jerry Gross Organization,United States of America,English
tt0120618,Breakfast of Champions,1999,12000000,Hollywood Pictures,United States of America,"French, English"
tt0086896,Angel,1984,3000000,"Adams Apple Film Company, New World Pictures",United States of America,English
tt3486392,Jingle All the Way 2,2014,10000000,"WWE Studios, 20th Century Fox",United States of America,English
tt0299458,All the Real Girls,2003,2500000,,United States of America,English
tt0107079,Sugar Hill,1994,10000000,"South Street Films, Beacon Communications, Beacon Pictures, Ghiznoz Productions",United States of America,English
tt0120490,Welcome to Sarajevo,1997,9000000,"Miramax, Dragon Pictures, Film4 Productions","United Kingdom, United States of America","Bosnian, Serbian, English"
tt0162710,Trick,1999,450000,"Roadside Attractions, Good Machine",United States of America,English
tt0092834,Date With an Angel,1987,8,DEG,United States of America,"English, Italian, Portuguese"
tt0086050,One Dark Night,1982,978000,The Picture Company,United States of America,English
tt0161100,The Wood,1999,6000000,MTV Films,United States of America,English
tt0093509,Matewan,1987,4000000,"Cinecom Entertainment Group, Film Gallery, Goldcrest, Red Dog Films",United States of America,"English, Italian"
tt0106521,Carnosaur,1993,1000000,New Horizons Picture,United States of America,English
tt0119506,Lawn Dogs,1997,7000000,"Toledo Pictures, The Rank Organisation",United Kingdom,English
tt2446502,Zombie Hunter,2013,1000000,"The Klimax, Arrowstorm Entertainment",United States of America,English
tt0079168,A Force of One,1979,3500000,American Cinema Productions,United States of America,English
tt0350774,Dead & Breakfast,2004,500000,"Anchor Bay Entertainment, Ambush Entertainment, Goal Line Productions",United States of America,"English, French"
tt2872810,Mischief Night,2013,108000,Ruthless Pictures,United States of America,English
tt0093638,No Man's Land,1987,8000000,Orion Pictures,United States of America,English
tt0120603,Beloved,1998,80000000,"Harpo Films, Touchstone Pictures",United States of America,English
tt1528718,Born to Raise Hell,2010,10000000,"Steamroller Productions, Voltage Pictures","Romania, United States of America",English
tt0339034,From Justin to Kelly,2003,12000000,19 Entertainment,United States of America,English
tt5419676,Feminists: What Were They Thinking?,2018,700000,Crazy Wisdom Productions,United States of America,English
tt1928337,Mine Games,2012,1500000,"Zero Gravity Management, Vitamin A Films, Yellow Brick Films, Bo-Town Films, Emerald Peak Entertainment",United States of America,English
tt0374180,Romasanta: The Werewolf Hunt,2004,4500000,"Future Films, Filmax, CGAI: Centro Galego de Artes da Imaxe, Baños Films, Castelao Productions, Fantastic Factory (Filmax)","Spain, United Kingdom",English
tt0117276,Overnight Delivery,1998,12000000,"New Line Cinema, Motion Picture Corporation of America",United States of America,English
tt0110490,Men of War,1994,8600000,"MDP Worldwide, Pomarance Corporation, Signature Pictures, Dimension Films","United States of America, Spain",English
tt0085693,House of the Long Shadows,1983,7500000,"London-Cannon Films, Cannon Group, Golan-Globus Productions",United Kingdom,English
tt4288674,It Came from the Desert,2017,731000,"Roger! Pictures, Bufo, Alliance Media Partners, Cinemaware","Canada, Finland, United Kingdom, United States of America",English
tt0068370,Children Shouldn't Play with Dead Things,1972,70000,Geneni Film Distributors,United States of America,English
tt1296869,The Keeper,2009,10000000,Steamroller Productions,United States of America,English
tt2403558,Catch Hell,2014,2500000,"Twisted Pictures, PalmStar Media",United States of America,English
tt0101550,Cast a Deadly Spell,1991,6000000,"Pacific Western, HBO Films, HBO",United States of America,English
tt0427528,Mercenary for Justice,2006,15000000,"Millennium Media, Luminosity Media, EFO Films","Aruba, United States of America, South Africa","English, Czech"
tt0101455,Bingo,1991,10000000,TriStar Pictures,United States of America,"Dutch, English, French, Italian, Spanish"
tt0099612,Frankenstein Unbound,1990,11500000,"The Mount Company, 20th Century Fox",United States of America,English
tt0085868,Losin' It,1982,7000000,"Tijuana Productions, Tiberius Film Productions","Canada, United States of America","English, Spanish"
tt0337881,Blind Horizon,2003,5000000,"Millennium Media, Newman/Tooley Films, Blind Horizon Productions, EFO Films",United States of America,English
tt0387059,Bee Season,2005,14000000,"Fox Searchlight Pictures, New Regency Pictures",United States of America,English
tt3501590,Ithaca,2015,5000000,"Pilothouse Pictures, Apple Lane Productions, Bron Studios",United States of America,English
tt0082622,Knightriders,1981,3000000,"Laurel Entertainment, United Film Distribution Company (UFDC)",United States of America,English
tt0913951,Alone in the Dark 2,2008,4600000,HJB Filmproduktion,United States of America,"Czech, English, Portuguese"
tt0160401,In Too Deep,1999,7000000,"Dimension Films, Suntaur Entertainment Company, Miramax",United States of America,English
tt0119304,Home Fries,1998,15000000,"Baltimore Pictures, Kasdan Pictures, Warner Bros. Pictures",United States of America,English
tt0082252,The Decline of Western Civilization,1981,100000,Spheeris Films Inc.,United States of America,English
tt0088961,Creature,1985,750000,Trans World Entertainment (TWE),United States of America,English
tt0479341,Adam Resurrected,2008,10000000,"July August Productions, 3L Filmproduktion GmbH, Bleiberg Entertainment, Adam Productions","Germany, Israel, United States of America",English
tt0283160,Extreme Ops,2002,40000000,"Paramount, Extreme Productions, ApolloMedia, MDP Worldwide, The Carousel Picture Company, Diamant Cohen Productions","Germany, Luxembourg, United Kingdom, United States of America",English
tt0488380,Closing the Ring,2007,23000000,"CTR, Spinster, Prospero Pictures","Canada, United Kingdom, United States of America",English
tt1577052,Goats,2012,3000000,,United States of America,English
tt0339419,The Mudge Boy,2003,800000,"Showtime Independent Films, First Cold Press",United States of America,English
