imdb_id,title,release_year,budget,production_companies,production_countries,spoken_languages
tt1212436,The Back-Up Plan,2010,35000000,"Escape Artists, CBS Films",United States of America,English
tt0095250,The Big Blue,1988,14390509,Gaumont,"France, Italy, United States of America","English, French, Italian"
tt6513656,Escape Plan 2: Hades,2018,20000000,"Leomus Pictures, Grindstone Entertainment Group, Lionsgate, Summit Entertainment, Highland Film Group, Plastic Fish Productions, The Fyzz, Ingenious Media, Emmett/Furla/Oasis Films (EFO Films), RPI Group Productions","China, United Kingdom, United States of America","English, Italian"
tt0385887,Motherless Brooklyn,2019,26000000,"Class 5 Films, MWM Studios",United States of America,English
tt1430607,Arthur Christmas,2011,10000000,"Columbia Pictures, Sony Pictures Animation, Aardman","United Kingdom, United States of America","English, Spanish"
tt0765476,Meet Dave,2008,60000000,"Dune Entertainment, Regency Enterprises, Guy Walks into a Bar Productions, Deep River Productions, Friendly Films (II), 20th Century Fox",United States of America,English
tt0094889,Cocktail,1988,20000000,"Interscope Communications, Touchstone Pictures, Silver Screen Partners III",United States of America,"Portuguese, Spanish, English"
tt2937898,A Most Violent Year,2014,20000000,"Participant, Imagenation Abu Dhabi FZ, FilmNation Entertainment, Before the Door Pictures, Washington Square Films, Old Bull Pictures, CounterNarrative Films","United Arab Emirates, United States of America","Spanish, English"
tt1478839,The Art of Racing in the Rain,2019,18000000,"Original Film, 20th Century Fox, Shifting Gears Productions, Fox 2000 Pictures, Starbucks Entertainment",United States of America,"English, Spanish, Italian"
tt0151137,The Messenger: The Story of Joan of Arc,1999,85000000,"Gaumont, Okko Production, Columbia Pictures","United States of America, France, Czech Republic","English, Latin"
tt0236493,The Mexican,2001,57000000,"Pistolero Productions LLC, Newmarket Capital Group, Lawrence Bender Productions, DreamWorks Pictures","Mexico, United States of America","English, Spanish"
tt0472160,Penelope,2006,15000000,"Summit Entertainment, Tatira-Hiller Productions, Grosvenor Park Media, Type A Films","United Kingdom, United States of America",English
tt0361596,Fahrenheit 9/11,2004,6000000,"Fellowship Adventure Group, BIM Distribuzione, Questar Entertainment, Dog Eat Dog Films, Miramax",United States of America,"English, Persian"
tt0093010,Fatal Attraction,1987,14000000,Paramount,United States of America,English
tt0379725,Capote,2005,7000000,"Cooper's Town Productions, Infinity Media, A-Line Pictures, Eagle Vision","Canada, United States of America",English
tt1186830,Agora,2009,70000000,"ICAA, Himenóptero, Mod Producciones, Telecinco Cinema, Canal+ España, Focus Features, Hispano Foxfilms S.A.E., Calle Cruzada, Fox International Productions Spain","Bulgaria, Malta, Spain, United States of America",English
tt1742334,Sabotage,2014,35000000,"Open Road Films, QED International, Albert S. Ruddy Productions, Crave Films, Roth Films, Universal Pictures",United States of America,English
tt3289728,Equals,2015,16000000,"Scott Free Productions, Infinite Studios, Freedom Media, Route One Entertainment",United States of America,English
tt2479478,The Ridiculous 6,2015,60000000,Happy Madison Productions,United States of America,English
tt2837574,The Old Man & the Gun,2018,15800000,"Condé Nast Entertainment, Endgame Entertainment, Identity Films, Sailor Bear, Wildwood Enterprises",United States of America,English
tt1850457,Sisters,2015,30000000,Little Stranger,United States of America,English
tt2404425,Woman in Gold,2015,11000000,"Origin Pictures, BBC Film",United Kingdom,"English, German"
tt0455967,John Tucker Must Die,2006,18000000,"John US Productions, Landscape Entertainment, Dune Entertainment, Major Studio Partners, 20th Century Fox","Canada, United States of America",English
tt11827628,Memory,2022,30000000,"Black Bear Pictures, Welle Entertainment, Saville Productions, Open Road Films, Briarcliff Entertainment, STX Films",United States of America,"Spanish, English"
tt11252248,Dog,2022,20000000,"FilmNation Entertainment, Metro-Goldwyn-Mayer, Free Association",United States of America,English
tt12676326,Malcolm & Marie,2021,2500000,"Little Lamb Productions, FotoKem",United States of America,English
tt1687901,The Awakening,2011,4798235,"BBC Film, Lipsync Productions, Creative Scotland, Origin Pictures, StudioCanal",United Kingdom,"French, English"
tt0116225,Escape from L.A.,1996,50000000,"Paramount, Rysher Entertainment",United States of America,English
tt0091419,Little Shop of Horrors,1986,25000000,"Geffen Pictures, Warner Bros. Pictures",United States of America,English
tt0823671,Tinker Bell,2008,48000000,"DisneyToon Studios, Prana Animation Studios","India, United States of America",English
tt0106246,Alive,1993,32000000,"Touchstone Pictures, Film Andes S.A., The Kennedy/Marshall Company, Paramount",United States of America,"English, Spanish"
tt3606888,A Street Cat Named Bob,2016,8000000,"Iris Productions, Shooting Script Films, Prescience, Stage 6 Films","United Kingdom, United States of America",English
tt0086006,Never Say Never Again,1983,36000000,"TaliaFilm II Productions, Woodcote, PSO, Warner Bros. Pictures","United Kingdom, United States of America","English, French, Arabic, Spanish"
tt0183523,Mission to Mars,2000,90000000,"Red Horizon Productions, Touchstone Pictures, Spyglass Entertainment, The Jacobson Company, StudioCanal","Canada, France, United States of America",English
tt0253754,Star Trek: Nemesis,2002,60000000,"Paramount, Digital Image Associates",United States of America,English
tt0383028,"Synecdoche, New York",2008,20000000,"Likely Story, Projective Testing Service, Sony Pictures Classics, Mandate International, Sidney Kimmel Entertainment",United States of America,"German, English"
tt2403021,The Green Inferno,2013,5000000,"Sobras International Pictures, Worldview Entertainment, Dragonfly Entertainment, BH Tilt","Canada, Chile, United States of America",English
tt7329656,47 Meters Down: Uncaged,2019,12000000,"The Fyzz, Lionsgate","United States of America, United Kingdom",English
tt1563742,Overboard,2018,12000000,"Pantelion Films, 3Pas Studios, Metro-Goldwyn-Mayer",United States of America,"English, French, Norwegian, Spanish"
tt2473510,Paranormal Activity: The Ghost Dimension,2015,10000000,"Blumhouse Productions, Paramount, Room 101, Solana Films",United States of America,English
tt2828996,A Haunted House 2,2014,4000000,"Automatik Entertainment, IM Global Octane, Wayans Bros. Entertainment, Endgame Entertainment",United States of America,English
tt1139668,The Unborn,2009,16000000,"Rogue Pictures, Platinum Dunes, Phantom Four, Relativity Media, Focus Features, Universal Pictures",United States of America,"English, Hebrew"
tt1230414,It's Complicated,2009,85000000,"Universal Pictures, Relativity Media, Waverly Films, Scott Rudin Productions, dentsu",United States of America,"English, French"
tt9086228,Gretel & Hansel,2020,5000000,"Automatik Entertainment, Bron Studios, Creative Wealth Media Finance, Orion Pictures, Wild Atlantic Pictures","Canada, Ireland, United States of America",English
tt1726669,Killer Joe,2011,10000000,"ANA Media, Picture Perfect (I), Worldview Entertainment, Voltage Pictures",United States of America,English
tt1020558,Centurion,2010,12000000,"UK Film Council, Celador Films, CinéCinéma, Warner Bros. Pictures, Canal+, Pathé","France, United Kingdom","English, Gaelic"
tt0368226,The Room,2003,6000000,"Chloe Productions, TPW Films, Wiseau-Films",United States of America,English
tt2547584,The Light Between Oceans,2016,20000000,"DreamWorks Pictures, Heyday Films, Participant, Amblin Entertainment, LBO Productions, Reliance Entertainment","India, United Kingdom, United States of America",English
tt0395584,The Devil's Rejects,2005,7000000,"Cinelamda Internationale Filmproduktionsgesellschaft, Lions Gate Films, Cinerenta Medienbeteiligungs KG, Firm Films, Devil's Rejects Inc., Entache Entertainment, Creep Entertainment International, Spectacle Entertainment Group, Lionsgate","Germany, United States of America","Spanish, English"
tt0113627,Leaving Las Vegas,1995,3600000,"Initial Productions, United Artists, Lumière Pictures, Metro-Goldwyn-Mayer","France, United Kingdom, United States of America","English, Italian, Russian"
tt0970452,Solomon Kane,2009,45000000,"Davis Films, Czech Anglo Productions, Wandering Star Pictures, Essential Entertainment","Czech Republic, France, United Kingdom, United States of America","English, Arabic"
tt1311071,Kill Your Darlings,2013,1030064,Killer Films,United States of America,English
tt0127536,Elizabeth,1998,30000000,"PolyGram Filmed Entertainment, Working Title Films, Channel Four Films","United Kingdom, United States of America","French, English"
tt3361792,Tolkien,2019,20000000,"Fox Searchlight Pictures, TSG Entertainment, Chernin Entertainment",United States of America,English
tt8637428,The Farewell,2019,250300,"Big Beach, Depth of Field, Kindred Spirit, Seesaw Productions","China, United States of America","English, Japanese, Mandarin"
tt0413895,Charlotte's Web,2006,85000000,"Paramount, Kerner Entertainment Company, Nickelodeon Movies","Germany, United States of America",English
tt0205000,Deuce Bigalow: Male Gigolo,1999,17000000,"Quinta Communications, Touchstone Pictures, Happy Madison Productions",United States of America,English
tt0069704,American Graffiti,1973,777000,"Universal Pictures, Lucasfilm Ltd., The Coppola Company, American Zoetrope",United States of America,"English, Spanish"
tt5073642,Color Out of Space,2019,6000000,"SpectreVision, BRO Cinema, ACE Pictures Entertainment, XYZ Films","Malaysia, Portugal, United States of America",English
tt6079516,I See You,2019,3000000,"Head Gear Films, Kreo Films FZ, Local Hero, Zodiac Features, Zodiac Holdings, Metrol Technology, Real by Fake","Australia, United Kingdom, United States of America",English
tt0088680,After Hours,1985,4500000,"Double Play, Geffen Pictures",United States of America,English
tt1462041,Dream House,2011,50000000,"Cliffjack Motion Pictures, Morgan Creek","Canada, United States of America",English
tt0088258,This Is Spinal Tap,1984,2500000,Spinal Tap Prod.,United States of America,English
tt0429589,The Ant Bully,2006,50000000,"DNA Productions, Playtone, Legendary Pictures, Warner Bros. Pictures",United States of America,English
tt0162346,Ghost World,2001,7000000,"Mr. Mudd Production, Jersey Films, Granada Productions, Capitol Films, United Artists, Advanced Medien, Metro-Goldwyn-Mayer","Germany, United Kingdom, United States of America",English
tt0071877,Murder on the Orient Express,1974,1400000,"EMI Films, G.W. Films, Paramount, Agatha Christie Limited","United Kingdom, United States of America","Swedish, English, French, German, Turkish, Italian"
tt0101761,The Doors,1991,38000000,"Ixtlan Productions, Imagine Entertainment, Bill Graham Films, Carolco Pictures",United States of America,English
tt0091530,The Mission,1986,24500000,"AMLF, Goldcrest, Enigma Productions, Kingsmere Productions Ltd., Warner Bros. Pictures","France, United Kingdom","English, Guarani, Spanish, Latin"
tt0101393,Backdraft,1991,75000000,"Trilogy Entertainment Group, Imagine Entertainment, Universal Pictures",United States of America,English
tt1837709,Winter's Tale,2014,60000000,"Weed Road Pictures, Village Roadshow Pictures, Warner Bros. Pictures",United States of America,English
tt0174856,The Hurricane,1999,50000000,"Universal Pictures, Azoff Entertainment, Beacon Communications, Beacon Pictures, Buena Vista International, Touchstone Pictures",United States of America,English
tt1311067,Halloween II,2009,10000000,"Dimension Films, Spectacle Entertainment Group, Trancas International Films",United States of America,English
tt1116184,Jackass 3D,2010,20000000,"MTV Films, Dickhouse Productions, Paramount",United States of America,"Romanian, English"
tt0426883,Alpha Dog,2006,9500000,"A-Mark Entertainment, Universal Pictures, Sidney Kimmel Entertainment, Capitol Films, VIP 2 Medienfonds","Germany, United Kingdom, United States of America",English
tt0211933,Awake,2007,86000000,"The Weinstein Company, Open City Films, GreeneStreet Films, Metro-Goldwyn-Mayer",United States of America,"Japanese, English"
tt0452637,Lady in the Water,2006,70000000,"Legendary Pictures, Blinding Edge Pictures, Warner Bros. Pictures",United States of America,"Mandarin, English, Spanish"
tt4667094,Fifty Shades of Black,2016,20000000,"Wayans Alvarez Productions, IM Global, Open Road Films",United States of America,English
tt0233469,Collateral Damage,2002,85000000,"David Foster Productions, Hacienda Productions, Bel Air Entertainment, Warner Bros. Pictures",United States of America,"English, Spanish"
tt2051879,Europa Report,2013,125687,"Wayfare Entertainment, Misher Films, Start Motion Pictures",United States of America,"English, Mandarin, Russian"
tt0104694,A League of Their Own,1992,40000000,"Columbia Pictures, Parkway Productions",United States of America,English
tt1741273,Secret in Their Eyes,2015,19500000,"Ingenious Media, Gran Via Productions, IM Global, STX Films, Route One Entertainment, Union Investment Partners, SITE Productions, Willie's Movies","South Korea, Spain, United Kingdom, United States of America",English
tt0119099,Fallen,1998,46000000,"Warner Bros. Pictures, Turner Pictures, Atlas Entertainment",United States of America,English
tt0107211,Indecent Proposal,1993,38000000,Paramount,United States of America,English
tt2702724,The Boss,2016,29000000,"Universal Pictures, On the Day, Gary Sanchez Productions",United States of America,English
tt1465487,Heartbreaker,2010,8700000,"Focus Features, Quad Productions, Chaocorp, OCS, Banque Populaire Images 10, Script Associés, A Plus Image, Universal Pictures, Kinology","France, United States of America","French, Japanese, Spanish, Mandarin, Arabic, English"
tt0094332,The Witches of Eastwick,1987,22000000,"Kennedy Miller Productions, The Guber-Peters Company, Warner Bros. Pictures",United States of America,English
tt2872750,Shaun the Sheep Movie,2015,25000000,"Aardman, Anton Capital Entertainment, StudioCanal, Lionsgate","France, United Kingdom, United States of America",English
tt0089755,Out of Africa,1985,31000000,"Universal Pictures, Mirage Entertainment, Mirage Enterprises",United States of America,"English, Swahili"
tt0118842,Chasing Amy,1997,250000,"View Askew Productions, Miramax",United States of America,English
tt1698641,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,28000000,"Walt Disney Pictures, 21 Laps Entertainment, The Jim Henson Company",United States of America,English
tt2039393,The Gambler,2014,25000000,"Paramount, Closest to the Hole Productions, Leverage, Winkler Films",United States of America,English
tt0211181,102 Dalmatians,2000,85000000,"Walt Disney Pictures, Cruella Productions, Kanzaman S.A.M.",United States of America,English
tt0305711,Just Married,2003,18000000,"Mediastream Dritte Film GmbH & Co. Beteiligungs KG, Robert Simonds Productions, 20th Century Fox","Germany, United States of America","English, Italian, German, French"
tt0284837,Ali G Indahouse,2002,7000000,"Universal Pictures, WT2 Productions, Working Title Films","France, Germany, United Kingdom","English, Spanish, French"
tt0082085,Blow Out,1981,18000000,"Cinema 77, Filmways Pictures, Geria Productions",United States of America,English
tt0171363,The Haunting,1999,80000000,"DreamWorks Pictures, Roth-Arnold Productions",United States of America,English
tt0097659,Kickboxer,1989,1500000,"Kings Road Entertainment, Cannon Group",United States of America,English
tt0090305,Weird Science,1985,7500000,Universal Pictures,United States of America,English
tt0445922,Across the Universe,2007,45000000,"Revolution Studios, Team Todd, Gross Entertainment, Sound Films",United States of America,English
tt1506999,Haywire,2011,23000000,"Relativity Media, Fís Éireann/Screen Ireland, Mandate International","Ireland, United States of America","English, Spanish"
tt5825380,Wonder Wheel,2017,25000000,"Gravier Productions, Amazon Studios, Perdido Productions",United States of America,English
tt1195478,The Five-Year Engagement,2012,30000000,"Universal Pictures, Relativity Media, Apatow Productions, Stoller Global Solutions, dentsu",United States of America,English
tt0086979,Blood Simple,1984,1500000,"River Road Productions, Foxton Entertainment, Circle Films",United States of America,English
tt0463034,"You, Me and Dupree",2006,54000000,"MMCB Film Produktion 2004, Universal Pictures, Kaplan/Perrone Entertainment",United States of America,English
tt11755740,Texas Chainsaw Massacre,2022,20000000,"Legendary Pictures, Bad Hombre Films, Exurbia Films, Good Universe",United States of America,English
tt3099498,Tusk,2014,3000000,"Phase 4 Films, Demarest Films, SModcast Pictures","Canada, United States of America",English
tt1486192,The Raven,2012,26000000,"Relativity Media, Intrepid Pictures, FilmNation Entertainment, Galavis Film, Pioneer Pictures, Endgame Entertainment","Hungary, Serbia, Spain, United States of America",English
tt0095742,A Nightmare on Elm Street 4: The Dream Master,1988,13000000,"New Line Cinema, Heron Communications, Smart Egg Pictures",United States of America,English
tt2368619,Bastille Day,2016,20000000,"StudioCanal, Vendôme Pictures, Anonymous Content, Anton Capital Entertainment, Canal+, TF1 Films Production","France, United Kingdom, United States of America","English, French"
tt0186566,Space Cowboys,2000,65000000,"Digital Image Associates, Village Roadshow Pictures, Malpaso Productions, Mad Chance, Clipsal Films, Warner Bros. Pictures",United States of America,English
tt0804555,Wrong Turn 2: Dead End,2007,4000000,"20th Century Fox, Summit Entertainment, Constantin Film","Germany, United States of America",English
tt0498399,We Own the Night,2007,21000000,"Industry Entertainment, Columbia Pictures, 2929 Productions",United States of America,"English, Russian"
tt0099052,Arachnophobia,1990,31000000,"Amblin Entertainment, Hollywood Pictures, Tangled Web Productions",United States of America,"English, Spanish"
tt0311289,Holes,2003,20000000,"Phoenix Pictures, Chicago Pacific Entertainment, Walden Media, Walt Disney Pictures, Summit Entertainment",United States of America,English
tt0365737,Syriana,2005,50000000,"Participant, 4M, Section Eight, FilmWorks, MID Foundation, Warner Bros. Pictures",United States of America,"Arabic, English, Persian, Urdu, French, Mandarin"
tt0799934,Be Kind Rewind,2008,20000000,"Partizan, New Line Cinema, Focus Features","France, United States of America",English
tt0120787,A Perfect Murder,1998,60000000,"Kopelson Entertainment, Warner Bros. Pictures",United States of America,"Arabic, English"
tt1043726,The Legend of Hercules,2014,70000000,"Millennium Media, Summit Entertainment, Nu Boyana Film Studios","Bulgaria, United States of America",English
tt2091935,Mr. Right,2016,8000000,"Circle of Confusion, 3311 Productions, Amasia Entertainment",United States of America,English
tt5657856,Brawl in Cell Block 99,2017,10000000,"XYZ Films, Caliber Media Company, Cinestate",United States of America,English
tt0365686,Revolver,2005,27000000,"Revolver Pictures Co., Toff Guy Films, EuropaCorp, Isle of Man Film, Destination Films, Canal+","France, United Kingdom",English
tt0035423,Kate & Leopold,2001,48000000,"Konrad Pictures, Miramax",United States of America,"French, English, Italian"
tt12789558,Belfast,2021,11000000,"Northern Ireland Screen, TKBC, Focus Features",United Kingdom,English
tt1440728,The American,2010,20000000,"Twins Financing, This Is That Productions, Focus Features, Greenlit Rights, Smoke House Pictures","United Kingdom, United States of America","English, Italian"
tt1972571,A Most Wanted Man,2014,15000000,"Amusement Park Films, Lionsgate, Demarest Films, FilmNation Entertainment, Senator Film, The Ink Factory, Film4 Productions, Potboiler Productions","United Kingdom, United States of America, Germany",English
tt1412386,The Best Exotic Marigold Hotel,2012,10000000,"Participant, Imagenation Abu Dhabi FZ","United Arab Emirates, United Kingdom, United States of America","Hindi, English"
tt0085636,Halloween III: Season of the Witch,1982,2500000,"Universal Pictures, Dino De Laurentiis Company",United States of America,English
tt0763831,A Thousand Words,2012,40000000,"Paramount, Saturn Films, Varsity Pictures, DreamWorks Pictures",United States of America,English
tt0088170,Star Trek III: The Search for Spock,1984,18000000,Paramount,United States of America,"English, Russian"
tt0111686,New Nightmare,1994,8000000,New Line Cinema,United States of America,English
tt0112818,Dead Man Walking,1995,11000000,"Havoc, PolyGram Filmed Entertainment, Working Title Films","United States of America, United Kingdom",English
tt0101862,Father of the Bride,1991,20000000,"Touchstone Pictures, Sandollar Productions",United States of America,English
tt0113481,Johnny Mnemonic,1995,25000000,"TriStar Pictures, Don Carmody Productions, Alliance Atlantis","Canada, United States of America","English, Japanese"
tt0083972,Friday the 13th Part III,1982,4000000,"Jason Productions, Georgetown Productions Inc., Paramount, Sean S. Cunningham Films",United States of America,English
tt1135985,Sex Drive,2008,19000000,"Summit Entertainment, Alloy Entertainment, Goldcrest",United States of America,English
tt0120177,Spawn,1997,40000000,"New Line Cinema, Pull Down Your Pants Pictures, Todd McFarlane Entertainment, Juno Pix",United States of America,English
tt1240982,Your Highness,2011,49900000,"Universal Pictures, Stuber Productions",United States of America,English
tt1285009,The Strangers: Prey at Night,2018,12500000,"Aviron Pictures, White Comet Films, Bloom, Rogue Pictures, The Fyzz, SoundNode","United States of America, United Kingdom",English
tt5177088,The Girl in the Spider's Web,2018,43000000,"The Cantillon Company, Columbia Pictures, Scott Rudin Productions, Pascal Pictures, Metro-Goldwyn-Mayer, Yellow Bird, Regency Enterprises, New Regency Pictures, Sony Pictures, Studio Babelsberg, Film Service Babelsberg","Canada, Germany, Sweden, United Kingdom, United States of America",English
tt1823664,Annie,2014,65000000,"Marcy Media, Columbia Pictures, Olive Bridge Entertainment, Overbrook Entertainment",United States of America,English
tt4572792,The Book of Henry,2017,10000000,"Sidney Kimmel Entertainment, Double Nickel Entertainment",United States of America,English
tt5322012,Wish Upon,2017,12000000,"Orion Pictures, Broad Green Pictures, Busted Shark Productions","Canada, United States of America",English
tt2361317,Live by Night,2016,108000000,"Appian Way, Pearl Street Films, Warner Bros. Pictures",United States of America,"English, Spanish"
tt1174732,An Education,2009,7500000,"BBC Film, Wildgaze Films, Endgame Entertainment",United Kingdom,English
tt0090633,An American Tail,1986,9000000,"Amblin Entertainment, Universal Pictures, Sullivan Bluth Studios",United States of America,English
tt1458169,Kidnap,2017,21000000,"Ingenious Media, di Bonaventura Pictures, Gold Star Films, Lotus Entertainment, 606 Films, Well Go USA Entertainment, Rumble Entertainment","United Kingdom, United States of America",English
tt6053438,First Reformed,2018,3500000,"Arclight Films, Omeira Studio Partners, Killer Films, Fibonacci Films, Big Indie Pictures","Australia, United Kingdom, United States of America",English
tt0403508,The Sisterhood of the Traveling Pants,2005,25000000,"Alloy Entertainment, Alcon Entertainment, Di Novi Pictures",United States of America,"English, Spanish, Greek"
tt4154916,Replicas,2018,30000000,"di Bonaventura Pictures, Company Films, Ocean Park Entertainment, Riverstone Pictures, Fundamental Films, Lotus Entertainment, Remstar Productions","Canada, China, Puerto Rico, United Kingdom, United States of America",English
tt5734576,The Possession of Hannah Grace,2018,9500000,"Screen Gems, Broken Road Productions",United States of America,English
tt0089175,Fright Night,1985,9000000,"Columbia Pictures, Delphi IV Productions, Vistar Films",United States of America,English
tt0327162,The Stepford Wives,2004,90000000,"De Line Pictures, Paramount, DreamWorks Pictures, Scott Rudin Productions",United States of America,English
tt5691670,Under the Silver Lake,2018,8500000,"Michael De Luca Productions, Good Fear, Stay Gold Features, Vendian Entertainment, Boo Pictures, Cool Productions, P2 Films, Salem Street Entertainment, Sprockefeller Pictures, UnLTD Productions, PASTEL",United States of America,English
tt0088161,Splash,1984,8000000,Touchstone Pictures,United States of America,English
tt0120832,Snake Eyes,1998,73000000,"Paramount, DeBart, Touchstone Pictures, GP Snake Eyes Productions","Canada, United States of America",English
tt1655420,My Week with Marilyn,2011,6400000,"The Weinstein Company, BBC Film, Trademark Films, Lipsync Productions","United Kingdom, United States of America","English, French"
tt0101889,The Fisher King,1991,24000000,TriStar Pictures,United States of America,English
tt1583420,Larry Crowne,2011,30000000,"Universal Pictures, Vendôme Pictures, Playtone, Summit Entertainment, StudioCanal","France, United States of America",English
tt0113957,The Net,1995,22000000,Columbia Pictures,United States of America,"English, Spanish"
tt1371150,This Is Where I Leave You,2014,19800000,"Spring Creek Productions, 21 Laps Entertainment, Warner Bros. Pictures",United States of America,English
tt0101921,Fried Green Tomatoes,1991,11000000,"Universal Pictures, Act III Productions, Avnet/Kerner Productions, Electric Shadow Productions, Fried Green Tomatoes Productions",United States of America,English
tt0457400,Land of the Lost,2009,100000000,"Universal Pictures, Relativity Media, Sid & Marty Krofft Pictures, Mosaic Media Group",United States of America,English
tt0412019,Broken Flowers,2005,10000000,"Focus Features, Bac Films, Five Roses","France, United States of America",English
tt0211443,Jason X,2001,11000000,"Crystal Lake Entertainment, Sean S. Cunningham Films",United States of America,English
tt0171804,Boys Don't Cry,1999,2000000,"IFC Films, Fox Searchlight Pictures, The Independent Film Channel Productions, Killer Films, Hart-Sharp Entertainment",United States of America,English
tt0090863,The Color of Money,1986,13800000,"Touchstone Pictures, Silver Screen Partners II",United States of America,"English, Spanish"
tt0450345,The Wicker Man,2006,40000000,"Alcon Entertainment, Saturn Films, EFO Films, Equity Pictures Medienfonds GmbH & Co. KG III, Brightlight Pictures, Wicker Man Productions, Warner Bros. Pictures, Millennium Media, Nu Image, Redbus Pictures, LDMP","Canada, Germany, Mexico, United Kingdom, United States of America",English
tt0120148,Sliding Doors,1998,6000000,"Paramount, Intermedia Films, Mirage Enterprises, Miramax","United Kingdom, United States of America",English
tt4824302,Mother's Day,2016,25000000,"Rice Films, GulfStream Pictures, May Day Movies, Triad Film Works, Beatnik Films, Capacity Pictures, Open Road Films, PalmStar Media, Universal Pictures",United States of America,English
tt1188996,My Name Is Khan,2010,12000000,"Dharma Productions, Fox Searchlight Pictures, Red Chillies Entertainment, Star Studios, Imagenation Abu Dhabi FZ","United Arab Emirates, India, United States of America","English, Hindi"
tt0116683,James and the Giant Peach,1996,38000000,"Allied Filmmakers, Walt Disney Pictures",United States of America,English
tt0144528,Nutty Professor II: The Klumps,2000,84000000,"Universal Pictures, Imagine Entertainment",United States of America,English
tt0105812,White Men Can't Jump,1992,31000000,20th Century Fox,United States of America,English
tt1273678,The Spy Next Door,2010,28000000,"Spy Next Door, Relativity Media, Robert Simonds Productions, Lionsgate, Mandate International",United States of America,English
tt0176269,Universal Soldier: The Return,1999,45000000,"TriStar Pictures, Baumgarten-Prophet Entertainment",United States of America,English
tt2370248,Short Term 12,2013,1000000,"Traction Media, Animal Kingdom",United States of America,English
tt0111280,Star Trek: Generations,1994,38000000,Paramount,United States of America,English
tt0133952,The Siege,1998,70000000,"Lynda Obst Productions, 20th Century Fox, Bedford Falls Productions",United States of America,"Spanish, English, Arabic"
tt0099365,Darkman,1990,16000000,"Universal Pictures, Renaissance Pictures",United States of America,English
tt0391304,A Lot Like Love,2005,30000000,"Kevin Messick Productions, Touchstone Pictures, Mile High Productions, Beacon Pictures",United States of America,English
tt1767354,Odd Thomas,2013,27000000,"Future Films, Fusion Films, Sommers Company, The",United States of America,English
tt0109190,Baby's Day Out,1994,50000000,"20th Century Fox, Hughes Entertainment",United States of America,"Spanish, English"
tt2467046,Left Behind,2014,16000000,Stoney Lake Entertainment,"Canada, United States of America",English
tt0424345,Clerks II,2006,5000000,"View Askew Productions, The Weinstein Company",United States of America,English
tt0086066,The Outsiders,1983,10000000,"Warner Bros. Pictures, American Zoetrope",United States of America,English
tt0436697,The Queen,2006,15000000,"Granada Productions, Pathé Renn Productions, BIM Distribuzione","France, Italy, United Kingdom","German, English, French"
tt2402101,Dark Places,2015,20000000,"Denver and Delilah Productions, Mandalay Vision, Exclusive Media, Hugo Productions, Cuatro Plus Films, Da Vinci Media Ventures, Daryl Prince Productions","France, United Kingdom, United States of America",English
tt0206275,Save the Last Dance,2001,13000000,"MTV Films, Cort/Madden Productions",United States of America,English
tt0230838,Sweet November,2001,40000000,"Bel Air Entertainment, Warner Bros. Pictures, 3 Arts Entertainment",United States of America,"English, French"
tt0108255,Super Mario Bros.,1993,48000000,"Hollywood Pictures, Cinergi Pictures Entertainment, Allied Filmmakers, Lightmotive","United Kingdom, United States of America",English
tt0114558,Strange Days,1995,42000000,"Lightstorm Entertainment, 20th Century Fox, Universal Pictures",United States of America,English
tt0493405,CHiPS,2017,25000000,"Primate Pictures, Warner Bros. Pictures",United States of America,"Spanish, English"
tt1661382,Grudge Match,2013,40000000,"Gerber Pictures, Warner Bros. Pictures, Callahan Filmworks",United States of America,English
tt1201167,Funny People,2009,75000000,"Columbia Pictures, Universal Pictures, Relativity Media, Apatow Productions, Madison 23, Happy Madison Productions",United States of America,English
tt0306841,The Lizzie McGuire Movie,2003,17000000,"Teen Life Productions, Walt Disney Pictures",United States of America,English
tt0118607,Amistad,1997,36000000,DreamWorks Pictures,United States of America,"English, Spanish"
tt0307479,Solaris,2002,47000000,"Lightstorm Entertainment, 20th Century Fox",United States of America,English
tt0371246,Spanglish,2004,80000000,"Gracie Films, Columbia Pictures",United States of America,"Spanish, English"
tt0070917,The Wicker Man,1973,810000,"British Lion Films, Warner Bros. Pictures",United Kingdom,English
tt0104348,Glengarry Glen Ross,1992,12500000,"Zupnik Cinema Group II, New Line Cinema, GGR",United States of America,English
tt1034389,The Eagle,2011,25000000,"Prime Focus, Toledo Productions, Focus Features, Twins Financing, Film4 Productions",United States of America,English
tt7734218,Stuber,2019,16000000,GoldDay,United States of America,English
tt2334649,Fruitvale Station,2013,900000,"Significant Productions, OG Project",United States of America,"English, Spanish"
tt0146336,Urban Legend,1998,14000000,"TriStar Pictures, Original Film, Phoenix Pictures, Canal+ Droits Audiovisuels","Canada, France, United States of America",English
tt0303816,Cabin Fever,2003,1500000,"Tonic Films, Down Home Entertainment, Cabin Pictures, Black Sky Entertainment, Deer Path Films",United States of America,English
tt1414382,You Again,2010,20000000,"Oops Doughnuts Productions, Touchstone Pictures, Frontier Pictures",United States of America,English
tt0304669,The Santa Clause 2,2002,65000000,"Walt Disney Pictures, Outlaw Productions, Boxing Cat Films",United States of America,English
