tconst,title,release_year,genres,adjusted_budget,adjusted_domestic_gross,director_ids,director_names,production_companies,production_countries,spoken_languages
tt0343121,tupac resurrection,2003,"Biography,Documentary,Music",512608.6956521739,13189355.1,nm1020749,lauren lazin,"Paramount, MTV Films",United States of America,English
tt3719896,my allamerican,2015,"Biography,Drama,Sport",26531645.56962025,2979503.7974683545,nm0686233,angelo pizzo,"Paul Schiff Productions, Anthem Productions, Universal Pictures",United States of America,English
tt0137338,cigarettes,1999,"Comedy,Drama,Romance",11322929.171668667,12931634.333733492,nm0305405,risa bramon garcia,"Paramount, MTV Films",United States of America,English
tt0111001,the road to wellville,1994,"Comedy,Drama",53036437.24696356,13762439.951417005,nm0000570,alan parker,"Beacon Pictures, Columbia Pictures, Beacon Communications, Dirty Hands Productions, Per-Fo Pictures",United States of America,English
tt0105466,stay tuned,1992,"Adventure,Comedy,Fantasy",56022808.26799714,24059333.38845331,nm0001382,peter hyams,"Morgan Creek, Warner Bros. Pictures",United States of America,English
tt0091637,no mercy,1986,"Crime,Drama,Romance",40160583.941605836,35295140.67153285,nm0669004,richard pearce,"TriStar Pictures, Delphi IV Productions, Delphi V Productions",United States of America,"French, English"
tt0116378,the funeral,1996,"Crime,Drama",25047801.147227533,2430235.8546845126,nm0001206,abel ferrara,"C&P Productions, October Films, MDP Worldwide",United States of America,"Italian, English"
tt0361925,welcome to mooseport,2004,"Comedy,Romance",49931180.51879301,24082520.7157226,nm0677953,donald petrie,"Intermedia Films, Mediastream Vierte Film GmbH & Co. Vermarktungs KG, Mooseport Productions, 20th Century Fox","Germany, United States of America",English
tt0468526,old joy,2006,Drama,467857.14285714284,399118.0119047619,nm0716980,kelly reichardt,"Washington Square Films, filmscience, Van Hoy/Knudsen Productions",United States of America,English
tt0113965,never talk to strangers,1995,"Crime,Drama,Mystery",13203149.606299212,14131491.937007872,nm0355991,peter hall,"TriStar Pictures, Elite Filmproduktion, Alliance Films","United States of America, Canada, Germany",English
tt0250310,corky romano,2001,"Comedy,Crime",19527950.310559005,42568094.79841897,nm0698125,rob pritts,"Touchstone Pictures, Robert Simonds Productions",United States of America,"English, Vietnamese, Spanish, Thai"
tt0093044,the fourth protocol,1987,Thriller,16605633.802816901,34384264.66901409,nm0533334,john mackenzie,The Rank Organisation,United Kingdom,English
tt0082245,deadly blessing,1981,"Horror,Thriller",8646864.686468646,9684488.448844884,nm0000127,wes craven,"PolyGram Filmed Entertainment, Inter Planetary, United Artists",United States of America,English
tt0278295,all about the benjamins,2002,"Action,Comedy,Crime",24466926.070038907,44534927.77320733,nm0106230,kevin bray,New Line Cinema,United States of America,"English, French"
tt0363473,beyond the sea,2004,"Biography,Drama,Music",41609317.09899417,10227247.25463208,nm0000228,kevin spacey,Lionsgate,"Germany, United Kingdom, United States of America",English
tt2955096,happy christmas,2014,"Comedy,Drama",92978.45373891002,40262.32699619772,nm1846132,joe swanberg,"Lucky Coffee Productions, Tiki Bar Films",United States of America,English
tt0123209,the other sister,1999,"Comedy,Drama,Romance",66050420.168067224,52477298.49219687,nm0005190,garry marshall,Touchstone Pictures,United States of America,English
tt0800003,delta farce,2007,"Action,Adventure,Comedy",18.199710564399417,12331107.727930536,nm1085552,c.b. harding,"Shaler Entertainment Pictures, Lions Gate Films, Sleeping Marmots Production, Parallel Entertainment Pictures, Samwilla Productions",United States of America,"Spanish, English"
tt0126250,cookies fortune,1999,"Comedy,Drama",18871548.61944778,20608757.70468187,nm0000265,robert altman,"Moonstone Entertainment, Elysian Dreams, Kudzu, Sandcastle 5",United States of America,English
tt0103035,taking care of business,1990,Comedy,33677123.182861514,48123249.9158378,nm0002137,arthur hiller,"Silver Screen Partners, Hollywood Pictures",United States of America,English
tt0109067,the air up there,1994,"Comedy,Family,Sport",36064777.327935226,44089060.87449393,nm0001274,paul michael glaser,"NBB Unit One Film Partners, Hollywood Pictures, PolyGram Filmed Entertainment, Interscope Communications, Nomura Babcock & Brown, Longview Entertainment",United States of America,English
tt0239949,say it isnt so,2001,"Comedy,Romance",44381705.251270466,9793636.33653303,nm0736930,j.b. rogers,"Say It Isn't So Productions, Conundrum Entertainment, 20th Century Fox",United States of America,English
tt0186045,drowning mona,2000,"Comedy,Crime,Mystery",10954703.832752613,28166719.888501745,nm0327064,nick gomez,"Neverland Films, Code Entertainment",United States of America,English
tt0120070,savior,1998,"Drama,War",19288343.558282208,24887.74969325153,nm0031342,predrag antonijevic,Initial Entertainment Group,United States of America,"English, Bosnian, French, Serbian"
tt1161418,gentlemen broncos,2009,"Comedy,Fantasy,Sci-Fi",14657342.657342656,168786.62937062935,nm0381478,jared hess,Fox Searchlight Pictures,United States of America,English
tt0267248,abandon,2002,"Drama,Mystery,Romance",43690939.41078376,18733568.5647582,nm0300866,stephen gaghan,"Touchstone Pictures, Paramount, Spyglass Entertainment","Australia, United States of America","Italian, English"
tt0098068,parents,1989,"Comedy,Horror,Mystery",7606451.612903225,2207219.84516129,nm0000837,bob balaban,"Vestron Pictures, Great American Films Limited Partnership",United States of America,English
tt0110146,intersection,1994,"Drama,Romance",95465587.04453442,43793319.09311741,nm0041932,mark rydell,Paramount,United States of America,English
tt0086356,the star chamber,1983,"Crime,Drama,Mystery",25253012.048192773,17677108.433734942,nm0001382,peter hyams,"Frank Yablans Presentations, 20th Century Fox",United States of America,English
tt0084684,silent rage,1982,"Action,Crime,Horror",14661139.896373056,34179323.21658031,nm0588964,michael miller,"Topkick Productions, Columbia Pictures",United States of America,English
tt0844671,college,2008,Comedy,10222015.791918254,6855308.73385973,nm1834176,deb hagan,Metro-Goldwyn-Mayer,United States of America,English
tt1613062,the music never stopped,2011,"Drama,Music",5591818.586038238,361424.3983992885,nm0463242,jim kohlberg,"Mr. Tamborine Man, Essential Pictures",United States of America,English
tt0245120,the forsaken,2001,"Action,Fantasy,Horror",8876341.050254093,11992417.856578205,nm0136592,j.s. cardone,"Columbia TriStar Home Entertainment, Egmont Film, Screen Gems, Sony Pictures",United States of America,English
tt0887971,while she was out,2008,"Crime,Drama,Thriller",8761727.821644217,43493.21690664189,nm1848205,susan montford,"Insight Film Studios, Angry Films, Victoria Filmproduktion, Proud Mary Entertainment, Redwood Palms Pictures, Aloe Entertainment, Grosvenor Park Media","Canada, Germany, United States of America",English
tt0086973,blame it on rio,1984,"Comedy,Romance",27233878.72954764,56283349.374398455,nm0002045,stanley donen,"Sherwood, 20th Century Fox",United States of America,"English, Portuguese"
tt0118541,heads in a duffel bag,1997,"Adventure,Comedy,Crime",5876635.514018691,7057612.022429907,nm0776114,tom schulman,"Brad Krevoy & Steve Stabler production, Orion Pictures","United Kingdom, United States of America","Spanish, English"
tt0359423,a home at the end of the world,2004,"Drama,Romance",10818422.445738485,1712667.7861302276,nm1555287,michael mayer,"Killer Films, Hart-Sharp Entertainment",United States of America,English
tt1714209,in the land of blood and honey,2011,"Drama,Romance,War",13979546.465095596,424806.26411738544,nm0001401,angelina jolie,"FilmDistrict, GK Films, Mandate International","United Kingdom, United States of America","Bosnian, Serbian, English, Croatian"
tt0217756,ready to rumble,2000,"Comedy,Sport",43818815.33101045,22589347.87456446,nm0005367,brian robbins,"Bel Air Entertainment, Warner Bros. Pictures",United States of America,English
tt0114885,waiting to exhale,1995,"Comedy,Drama,Romance",33007874.01574803,138113089.57480314,nm0001845,forest whitaker,20th Century Fox,United States of America,English
tt2980554,the girl in the book,2015,Drama,10937.67088607595,10937.67088607595,nm0169926,marya cohn,Varient Busted Buggy Entertainmen,United States of America,English
tt0091178,haunted honeymoon,1986,Comedy,37291970.80291971,23044708.18248175,nm0000698,gene wilder,Orion Pictures,United Kingdom,English
tt0103976,city of joy,1992,"Crime,Drama",60504632.92943691,32204287.80042765,nm0423646,roland joffé,"TriStar Pictures, Allied Filmmakers, Pricel, Lightmotive","France, United Kingdom",English
tt0196857,play it to the bone,1999,"Comedy,Drama,Sport",45291716.68667467,15903439.00120048,nm0005421,ron shelton,Touchstone Pictures,United States of America,"French, English"
tt4337690,minutes in heaven,2015,Drama,6632911.392405063,6389008.627848101,nm0689187,michael polish,"Giving Films, EFO Films",United States of America,"English, Portuguese, Italian"
tt5816374,band aid,2017,"Comedy,Drama,Music",12827417.380660955,318594.5654834761,nm1830380,zoe lister-jones,"QC Entertainment, Mister Lister Films",United States of America,English
tt0466856,atl,2006,"Comedy,Crime,Drama",31190476.19047619,33015997.05952381,nm1309090,chris robinson,Warner Bros. Pictures,United States of America,English
tt0102592,one false move,1991,"Crime,Drama,Thriller",5770925.110132159,3561814.9779735687,nm0002083,carl franklin,IRS Media,United States of America,English
tt0357110,the ballad of jack and rose,2005,Drama,2414746.543778802,1146672.9831029184,nm0589182,rebecca miller,"Jack and Rose Productions, IFC Productions, Initial Entertainment Group, Elevation Filmworks",United States of America,English
tt0091991,soul man,1986,"Comedy,Romance",12908759.12408759,78359604.48175183,nm0591171,steve miner,The Steve Tisch Company,United States of America,English
tt0117119,my fellow americans,1996,"Adventure,Comedy",43082217.97323136,44749091.02868069,nm0781842,peter segal,"Peters Entertainment, Storyline Entertainment, Warner Bros. Pictures",United States of America,English
tt0181151,what planet are you from,2000,"Comedy,Sci-Fi",109547038.32752614,11487106.090592336,nm0001566,mike nichols,Columbia Pictures,United States of America,"English, Portuguese"
tt0092147,vamp,1986,"Comedy,Fantasy,Horror",9466423.357664233,11474452.554744525,nm0921013,richard wenk,"Planet Productions, Balcor Film Investors",United States of America,English
tt1570989,tiny furniture,2010,"Comedy,Drama,Romance",93700.13755158184,564613.9642365887,nm2501633,lena dunham,Tiny Ponies,United States of America,English
tt0119214,gone fishin,1997,"Comedy,Crime",103820560.74766354,38679862.16074766,nm0128883,christopher cain,"Hollywood Pictures, Caravan Pictures, Roger Birnbaum Productions",United States of America,English
tt1678051,soldiers of fortune,2012,"Action,Thriller",10954703.832752611,53264.50871080139,nm1785658,maksim korostyshevsky,"Globus-film, Jeff Most Productions, Most/Rice Films, Crombie Film",United Kingdom,English
tt0098503,the toxic avenger part ii,1989,"Action,Comedy,Horror",5831612.903225806,73402.25806451612,"nm0381230,nm0442207","michael herz,lloyd kaufman",Troma Entertainment,United States of America,"English, Japanese, Russian"
tt0273799,max keebles big move,2001,"Comedy,Crime,Family",44381705.251270466,30698614.265386783,nm0384722,tim hill,"Walt Disney Pictures, Karz Entertainment",United States of America,English
tt0412536,brideshead revisited,2008,"Drama,Romance",29205759.405480724,9392946.05852299,nm0418982,julian jarrold,"BBC Film, Ecosse Films, HanWay Films, UK Film Council, 2 Entertain, Zak Productions, Brideshead Films, Mestiere Cinema","Morocco, United Kingdom, Italy","Arabic, French, English, Italian, Latin"
tt0083642,the best little whorehouse in texas,1982,"Comedy,Musical",114031088.08290155,227090100.2362694,nm0383359,colin higgins,Miller-Milkis-Boyett Productions,United States of America,English
tt0107322,king of the hill,1993,"Drama,History",17406228.37370242,1012644.3238754324,nm0001752,steven soderbergh,"Gramercy Pictures, Wildwood Enterprises, Bona Fide Productions",United States of America,English
tt0285861,owning mahowny,2003,"Crime,Drama,Thriller",17086956.52173913,1727583.5739130434,nm0477193,richard kwietniowski,"Alliance Atlantis, Natural Nylon Entertainment, Téléfilm Canada, Astral Media","Canada, United Kingdom",English
tt0790804,the comebacks,2007,"Comedy,Sport",22749638.205499273,20247067.28798842,nm0103744,tom brady,"Fox Atomic, 20th Century Fox",United States of America,"English, Portuguese"
tt0090274,volunteers,1985,"Adventure,Comedy",29219330.855018586,58075582.30483271,nm0583292,nicholas meyer,TriStar Pictures,United States of America,English
tt0166110,bones,2001,"Crime,Horror",17752682.100508187,12989030.351214005,nm0225416,ernest r. dickerson,New Line Cinema,United States of America,"French, English"
tt0100680,stanley iris,1990,"Drama,Romance",55326702.37184392,14000097.291507268,nm0728688,martin ritt,"Star Partners II Ltd., Metro-Goldwyn-Mayer",United States of America,English
tt0101984,guilty by suspicion,1991,Drama,30008810.572687227,21802762.81938326,nm0005563,irwin winkler,"Warner Bros. Pictures, Regency Enterprises",United States of America,English
tt3236120,ill see you in my dreams,2015,"Comedy,Drama,Romance",1326582.2784810127,9882614.79493671,nm1417640,brett haley,"Jeff Rice Films, Two Flints, Northern Lights Films",United States of America,English
tt0117104,mrs winterbourne,1996,"Comedy,Drama,Romance",50095602.29445507,20117524.22179732,nm0000907,richard benjamin,TriStar Pictures,United States of America,English
tt0105813,white sands,1992,"Action,Crime,Drama",49300071.27583748,20194147.29579472,nm0002044,roger donaldson,"Morgan Creek, Warner Bros. Pictures",United States of America,English
tt0119196,the gingerbread man,1998,"Crime,Mystery,Thriller",48220858.89570552,3137428.461349693,nm0000265,robert altman,"Island Pictures, Enchanter Entertainment",United States of America,English
tt9208444,impractical jokers the movie,2020,Comedy,3644513.137557959,12714602.04945904,nm0376260,chris henchy,"Funny or Die, truTV",United States of America,English
tt1242599,bellflower,2011,"Action,Drama,Romance",23765.228990662512,235172.3183637172,nm3035239,evan glodell,"Coatwolf Productions, Oscilloscope",United States of America,English
tt1185420,dostana,2008,"Comedy,Drama,Romance",14602879.702740362,1803496.5313516024,"nm1160374,nm1159647","tarun mansukhani,punit malhotra","Dharma Productions, Black Dog Jib Productions","United States of America, India","English, Hindi"
tt0250323,the deep end,2001,"Crime,Drama,Mystery",5325804.6301524555,15663384.921513269,"nm0569166,nm0796915","scott mcgehee,david siegel","i5 Films, Fox Searchlight Pictures",United States of America,English
tt1446147,cat run,2011,"Action,Comedy",34948866.16273899,42078.43485993774,nm0007082,john stockwell,"Universal Pictures, Lleju Productions",United States of America,"English, Serbian"
tt9185206,are you there god its me margaret,2023,"Comedy,Drama,Family",30955037.742041353,21020953.22087299,nm2609807,kelly fremon craig,"Gracie Films, Lionsgate",United States of America,"English, Hebrew"
tt0110944,rapa nui,1994,"Action,Adventure,Drama",42429149.797570854,647193.036437247,nm0721817,kevin reynolds,"Tig Productions, Majestic Films International, Newcomm, RCS, Warner Bros. Pictures",United States of America,English
tt0118589,glitter,2001,"Drama,Music,Romance",39055900.62111801,7586381.461321287,nm0193554,vondie curtis-hall,"Glitter Productions, Maroon Entertainment, Laurence Mark Productions, Columbia Pictures, 20th Century Fox",United States of America,English
tt0093278,ishtar,1987,"Action,Adventure,Comedy",152218309.85915494,39784831.92253521,nm0561938,elaine may,Columbia Pictures,United States of America,English
tt0099747,havana,1990,"Drama,Romance,War",96220351.9510329,22131496.416220352,nm0001628,sydney pollack,"Mirage Films, Universal Pictures",United States of America,"English, Spanish"
tt0118632,the apostle,1997,Drama,9794392.523364486,40614378.093457945,nm0000380,robert duvall,Butcher's Run Productions,United States of America,English
tt0878835,please give,2010,"Comedy,Drama",4324621.733149931,5814560.594222833,nm0392237,nicole holofcener,Likely Story,United States of America,English
tt0079180,the frisco kid,1979,"Adventure,Comedy,Drama",39841322.31404959,51966942.148760326,nm0000736,robert aldrich,Warner Bros. Pictures,United States of America,"English, Yiddish"
tt0286261,all or nothing,2002,Drama,15728738.187882155,322010.9616453585,nm0005139,mike leigh,"Thin Man Films, Les Films Alain Sarde, United Artists","United Kingdom, France","English, Arabic"
tt0120857,tea with mussolini,1999,"Comedy,Drama,War",22645858.343337335,27167243.61104441,nm0001874,franco zeffirelli,"Cattleya, Cineritmo, Film and General Productions, Medusa Produzione","United Kingdom, Italy","English, Italian, Russian"
tt0102307,light sleeper,1992,"Crime,Drama",11204561.653599428,2354887.3727726294,nm0001707,paul schrader,"Fine Line Features, Live Entertainment, Carolco Pictures, Seven Arts Pictures",United States of America,English
tt0108395,a troll in central park,1994,"Adventure,Animation,Comedy",48793522.267206475,151404.17813765182,"nm0089940,nm0325776","don bluth,gary goldman","Warner Bros. Pictures, Sullivan Bluth Studios",United States of America,English
tt0104006,consenting adults,1992,"Crime,Drama,Mystery",40336421.952957936,48385169.51674981,nm0001587,alan j. pakula,"Permut Presentations, Hollywood Pictures, Touchwood Pacific Partners 1",United States of America,English
tt0082945,prince of the city,1981,"Crime,Drama",29745214.521452144,31128712.87128713,nm0001486,sidney lumet,"Orion Pictures, Warner Bros. Pictures",United States of America,"English, Spanish, Italian"
tt0091575,murphys law,1986,"Action,Crime,Drama",17211678.832116786,28535904.98540146,nm0496746,j. lee thompson,"Cannon Group, Golan-Globus Productions",United States of America,English
tt0118301,dead man on campus,1998,Comedy,27003680.98159509,29057789.271165643,nm0169874,alan cohn,"MTV Films, Paramount",United States of America,English
tt0113303,hideaway,1995,"Fantasy,Horror,Thriller",30944881.889763776,25171092.992125984,nm0502577,brett leonard,TriStar Pictures,United States of America,English
tt0116410,ghosts of mississippi,1996,"Drama,History",72137667.3040153,26155396.87954111,nm0001661,rob reiner,Castle Rock Entertainment,United States of America,English
tt0234354,novocaine,2001,"Comedy,Crime,Drama",10651609.260304911,3595340.6391869,nm0040575,david atkins,Numb Gums Production Inc.,United States of America,English
tt20879602,maybe i do,2023,"Comedy,Romance",7738759.435510338,1335030.9314079422,nm0414551,michael jacobs,"Fifth Season, Vertical Entertainment, Vincent Newman Entertainment",United States of America,English
tt0403016,supercross,2005,"Action,Drama,Romance",25757296.466973882,4994581.259600614,nm0102434,steve boyum,"Tag Entertainment, 20th Century Fox",United States of America,English
tt13923456,mafia mamma,2023,"Action,Comedy,Crime",42305218.24745651,3608078.9576632753,nm0362566,catherine hardwicke,"Idea(L), Vocab Films, New Sparta Films, Ingenious Media, Lipsync Productions, Cornerstone Films","United Kingdom, United States of America","English, Italian"
tt0120834,snow falling on cedars,1999,"Drama,Mystery,Romance",66050420.168067224,27134178.77070828,nm0382956,scott hicks,"Universal Pictures, The Kennedy/Marshall Company",United States of America,"German, Japanese, English"
tt0163579,chill factor,1999,"Action,Adventure,Comedy",64163265.306122445,21256848.20168067,nm0425244,hugh johnson,"Morgan Creek, Warner Bros. Pictures",United States of America,English
tt0079550,meteor,1979,"Action,Drama,Sci-Fi",69289256.1983471,36376859.50413223,nm0623768,ronald neame,"Palladium, American International Pictures, Meteor Joint Venture",United States of America,"English, French, Russian"
tt0338077,grind,2003,"Adventure,Comedy,Sport",10252173.913043479,8734219.956521738,nm0489453,casey la scala,"Pandora Cinema, 900 Films, Asphalt Productions, Gaylord Films, Gerber Pictures",United States of America,English
tt0107282,the joy luck club,1993,Drama,23933564.01384083,71343917.7965398,nm0911061,wayne wang,Hollywood Pictures,"United States of America, China","Cantonese, Mandarin, French, English"
tt3018070,stonewall,2015,"Drama,History",17908860.75949367,248965.0025316456,nm0000386,roland emmerich,"Centropolis Entertainment, Lionsgate",United States of America,English
tt0092105,tough guys,1986,"Comedy,Crime",28686131.386861313,61555357.642335765,nm0437596,jeff kanew,"Touchstone Pictures, Silver Screen Partners II, Bryna Productions",United States of America,English
tt0079100,the electric horseman,1979,"Comedy,Drama,Romance",54132231.40495867,184786382.74380165,nm0001628,sydney pollack,"Columbia Pictures, Universal Pictures, Wildwood Enterprises",United States of America,English
tt0102116,the indian runner,1991,Drama,16158590.308370044,441187.2246696036,nm0000576,sean penn,"NHK, Mico, Mount Film Group, Metro-Goldwyn-Mayer","Japan, United States of America",English
tt0104897,mo money,1992,"Action,Comedy,Crime",38095509.622238055,90062266.57163219,nm0003423,peter macdonald,Columbia Pictures,United States of America,English
tt0072973,farewell my lovely,1975,"Crime,Mystery,Thriller",14609665.427509293,11687732.342007434,nm0724059,dick richards,"E.K., ITC Entertainment",United States of America,English
tt8373206,about my father,2023,Comedy,30026386.609780114,12474251.822776502,nm2884474,laura terruso,"Lionsgate, Depth of Field",United States of America,English
tt0107413,life with mikey,1993,"Comedy,Family",4351557.093425605,26869883.775778547,nm0487567,james lapine,Touchstone Pictures,United States of America,English
tt0108327,the thing called love,1993,"Comedy,Drama,Music",30460899.653979238,2240444.860899654,nm0000953,peter bogdanovich,Paramount,United States of America,English
tt0326900,good boy,2003,"Comedy,Drama,Family",29047826.08695652,64362713.8173913,nm0388971,john hoffman,"Jim Henson Pictures, Metro-Goldwyn-Mayer",United States of America,"German, Dutch, Italian, English"
tt1233334,pariah,2011,Drama,698977.3232547798,1075798.7941307246,nm2011696,dee rees,"NorthStar Pictures, Sundial Pictures, Aid + Abet, Focus Features",United States of America,English
tt1839642,the face of love,2013,"Drama,Mystery,Romance",5397424.892703862,519595.2515021458,nm1242062,arie posin,Mockingbird Pictures,United States of America,English
tt0265808,stealing harvard,2002,"Comedy,Crime",43690939.41078376,24420669.598665923,nm0567126,bruce mcculloch,"Columbia Pictures, Revolution Studios, Imagine Entertainment",United States of America,English
tt0119887,the pest,1997,Comedy,33300934.579439253,6922265.271028037,nm0589106,paul miller,"The Bubble Factory, TriStar Pictures",United States of America,English
tt0082497,the hand,1981,"Drama,Horror,Thriller",22481848.18481848,6917491.749174917,nm0000231,oliver stone,"Warner Bros. Pictures, Orion Pictures",United States of America,English
tt0171359,hamlet,2000,"Drama,Romance,Thriller",3651567.9442508714,2879785.324041812,nm0021899,michael almereyda,"Miramax, double A Films",United States of America,English
tt0213790,the ladies man,2000,Comedy,43818815.33101045,24817647.83275261,nm0399737,reginald hudlin,SNL Studios,United States of America,English
tt0145937,naqoyqatsi,2002,"Documentary,Music",5242912.729294051,230733.5986659255,nm0716585,godfrey reggio,"Santa Fe Institute for Regional Education, Qatsi Productions, IRE Productions, Miramax",United States of America,English
tt0118623,anna karenina,1997,"Drama,Romance",68560747.6635514,1681801.0168224298,nm0741262,bernard rose,"Icon Entertainment International, Warner Bros. Pictures, Studio Trite","Russia, United Kingdom, United States of America","English, Russian"
tt2290739,the devils hand,2014,"Horror,Thriller",9297845.373891002,5630.509505703422,nm0160157,christian e. christiansen,LD Entertainment,United States of America,English
tt0182000,the cavemans valentine,2001,"Crime,Drama,Music",23966120.83568605,1219753.0570299265,nm0501435,kasi lemmons,"Jersey Shore, Focus Features, Franchise Pictures",United States of America,English
tt0102181,kafka,1991,"Drama,Mystery,Sci-Fi",25392070.4845815,2539207.04845815,nm0001752,steven soderbergh,"Renn Productions, Baltimore Pictures, Pricel","France, United States of America",English
tt0116823,larger than life,1996,"Comedy,Family",60114722.75334608,16623530.294455066,nm0291442,howard franklin,"United Artists, Trilogy Entertainment Group, Majestic Films International",United States of America,English
tt0102048,homicide,1991,"Crime,Mystery,Thriller",25392070.4845815,6859693.233480177,nm0000519,david mamet,"Bison Films, Pressman Film, Cinehaus",United States of America,"English, Yiddish"
tt0191133,the fighting temptations,2003,"Comedy,Drama,Music",25630434.782608695,51668525.04782608,nm0528718,jonathan lynn,"Paramount, MTV Films",United States of America,English
tt0119484,kull the conqueror,1997,"Action,Adventure,Fantasy",58766355.14018691,11923479.940186916,nm0630372,john nicolella,"Universal Pictures, Korsala Productions, Raffaella De Laurentiis Productions",United States of America,English
tt0171356,gun shy,2000,"Comedy,Crime,Romance",18257839.721254356,2991002.954703833,nm0086826,eric blakeney,"Fortis Films, Hollywood Pictures",United States of America,English
tt0105159,the power of one,1992,"Drama,Sport",40336421.952957936,6335298.936564503,nm0000814,john g. avildsen,"Alcor Films, Canal+, Regency Enterprises, Village Roadshow Pictures","Australia, France, South Africa, United States of America, Zimbabwe",English
tt1002563,the young messiah,2016,"Drama,Fantasy",24234999.999999996,8475455.03,nm0637493,cyrus nowrasteh,Focus Features,United States of America,English
tt0314676,the singing detective,2003,"Comedy,Crime,Musical",13669565.217391303,574900.904347826,nm0330360,keith gordon,"Icon Productions, Haft Entertainment, Airborne Productions, Paramount Vantage",United States of America,English
tt1220220,motherhood,2009,"Comedy,Drama",7328671.328671328,136881.9916083916,nm0225869,katherine dieckmann,John Wells Productions,United States of America,English
tt0109504,crooklyn,1994,"Comedy,Drama",29700404.858299594,27630222.995951418,nm0000490,spike lee,"40 Acres and a Mule Filmworks, Universal Pictures",United States of America,"English, Italian, Spanish"
tt0418753,inside deep throat,2005,"Biography,Documentary,History",3219662.0583717353,1113809.892473118,"nm0047259,nm0053190","fenton bailey,randy barbato","Imagine Entertainment, Summit Entertainment, HBO Documentary Films, Universal Pictures",United States of America,English
tt0087932,the pope of greenwich village,1984,"Action,Comedy,Crime",24207892.204042345,18579242.564003848,nm0742341,stuart rosenberg,United Artists,United States of America,English
tt1305583,our family wedding,2010,"Comedy,Romance",20181568.088033013,29198809.474552955,nm0266622,rick famuyiwa,"Pointe Studios, Fox Searchlight Pictures, Sneak Preview Entertainment, Dune Entertainment",United States of America,English
tt5226984,tom of finland,2017,"Biography,Drama",5387515.299877601,485256.06854345166,nm1933648,dome karukoski,"Helsinki-filmi, Fridthjof Film, Neutrinos Productions, Anagram","Iceland, Finland, United States of America, Sweden, Denmark, Germany","English, Finnish, German"
tt0115906,citizen ruth,1996,"Comedy,Drama",6011472.275334608,674226.6921606119,nm0668247,alexander payne,"Miramax, Independent Pictures (II)",United States of America,English
tt0097438,gleaming the cube,1989,"Action,Drama,Mystery",25354838.709677417,6223573.354838709,nm0166625,graeme clifford,"20th Century Fox, Gladden Entertainment, The Rank Organisation",United States of America,"English, Portuguese, Vietnamese"
tt0116722,jude,1996,"Drama,Romance",14026768.642447418,815700.6806883365,nm0935863,michael winterbottom,"Revolution Films, BBC, PolyGram Filmed Entertainment",United Kingdom,"Latin, English"
tt0423169,sherrybaby,2006,Drama,3119047.619047619,310619.71428571426,nm0172877,laurie collyer,"Red Envelope Entertainment, Big Beach, Elevation Filmworks",United States of America,English
tt0107745,once upon a forest,1993,"Adventure,Animation,Drama",28285121.107266437,11477123.0449827,nm0343799,charles grosvenor,"Hanna-Barbera Productions, HTV Cymru Wales","Argentina, Canada, Denmark, Spain, Taiwan, United Kingdom, United States of America",English
tt0079758,prophecy,1979,"Horror,Sci-Fi,Thriller",51966942.148760326,98188679.00826444,nm0001239,john frankenheimer,Paramount,United States of America,English
tt0118736,sixstring samurai,1998,"Action,Adventure,Comedy",3857668.7116564414,259667.3963190184,nm0612812,lance mungia,HSX Films,United States of America,English
tt0352277,delovely,2004,"Biography,Drama,Music",24965590.259396505,22198236.13340392,nm0005563,irwin winkler,"Winkler Films, Metro-Goldwyn-Mayer, Potboiler Productions","United Kingdom, United States of America","Italian, French, English"
tt0095927,punchline,1988,"Comedy,Drama,Romance",39864750.6339814,55895695.68892645,nm0783544,david seltzer,Columbia Pictures,United States of America,English
tt0133412,best laid plans,1999,"Crime,Drama,Thriller",13210084.033613445,48407.40936374549,nm0054954,mike barker,"Fox 2000 Pictures, Dogstar Films",United States of America,English
tt0073113,the hindenburg,1975,"Adventure,Drama,History",87657992.56505576,163308155.01858735,nm0936404,robert wise,"The Filmakers Group, Universal Pictures",United States of America,English
tt2420124,wendy,2020,"Drama,Fantasy,Thriller",6074188.562596599,174351.07882534774,nm1022455,benh zeitlin,"Searchlight Pictures, Department of Motion Pictures, Court 13 Pictures",United States of America,English
tt0119080,eves bayou,1997,Drama,11753271.028037382,29076466.168224297,nm0501435,kasi lemmons,"Trimark Pictures, Addis Wechsler Pictures, ChubbCo Film",United States of America,"French, Haitian; Haitian Creole, English"
tt0349416,eulogy,2004,"Comedy,Drama",10818422.445738485,117383.21228163048,nm0163375,michael clancy,"Myriad Pictures, Eulogy Productions LLC, Ovation Entertainment, Artisan Entertainment","Germany, United Kingdom, United States of America",English
tt0100280,nuns on the run,1990,"Comedy,Crime",26362007.00841622,26362007.00841622,nm0528718,jonathan lynn,HandMade Films,United Kingdom,"English, Cantonese"
tt10473036,the amazing maurice,2022,"Adventure,Animation,Comedy",18260334.813802525,4622705.801161598,"nm0312881,nm3154064","toby genkel,florian westermann","Ulysses Filmproduktion, Cantilever Media, Filmförderung Hamburg Schleswig-Holstein, MEDIA sub-programme of Creative Europe, FFA, Narrativia, Studio Rakete, Squeeze, Red Star 3D","Germany, United Kingdom",English
tt0120757,the mod squad,1999,"Action,Crime,Thriller",94357743.09723888,25023767.82713085,nm0798788,scott silver,Metro-Goldwyn-Mayer,United States of America,English
