name,domestic_gross,num_movies,avg_gross
Itati Cantoral,"$9,270,920",1,"$9,270,920"
Karen Furlong,"$9,270,920",1,"$9,270,920"
Regina Pavón,"$9,270,920",1,"$9,270,920"
Caitriona Balfe,"$9,250,870",1,"$9,250,870"
Colm Meaney,"$9,241,657",9,"$1,026,851"
Abigail Cowen,"$9,214,020",1,"$9,214,020"
Tom Lewis,"$9,214,020",1,"$9,214,020"
Suzanne Snyder,"$9,205,924",1,"$9,205,924"
Dan Futterman,"$9,176,787",1,"$9,176,787"
Archie Panjabi,"$9,176,787",1,"$9,176,787"
Claudette Colbert,"$9,172,000",7,"$1,310,286"
Hedy Lamarr,"$9,172,000",1,"$9,172,000"
Marina Hands,"$9,148,001",3,"$3,049,334"
Mike Smith,"$9,146,791",4,"$2,286,698"
John Paul Tremblay,"$9,146,791",4,"$2,286,698"
Robb Wells,"$9,146,791",4,"$2,286,698"
Maury Chaykin,"$9,102,527",2,"$4,551,264"
Alex Henderson,"$9,097,072",1,"$9,097,072"
Gaia Wise,"$9,091,554",2,"$4,545,777"
Sergio Sendel,"$9,080,818",1,"$9,080,818"
Ninel Conde,"$9,080,818",1,"$9,080,818"
Angelica Vale,"$9,080,818",1,"$9,080,818"
Carlos Espejel,"$9,080,818",1,"$9,080,818"
Maite Perroni,"$9,080,818",1,"$9,080,818"
Facundo,"$9,080,818",1,"$9,080,818"
David Hayman,"$9,046,156",5,"$1,809,231"
Jack Scanlon,"$9,046,156",1,"$9,046,156"
Maggie Q,"$9,034,910",9,"$1,003,879"
Tosin Cole,"$9,011,251",2,"$4,505,626"
Scott Mescudi,"$9,011,251",2,"$4,505,626"
Karen Obilom,"$9,011,251",1,"$9,011,251"
Jalyn Hall,"$9,000,202",2,"$4,500,101"
Marcia McBroom,"$9,000,000",1,"$9,000,000"
Richard Egan,"$9,000,000",2,"$4,500,000"
Francis X. Bushman,"$9,000,000",1,"$9,000,000"
Anthony Newley,"$9,000,000",1,"$9,000,000"
Debra Paget,"$9,000,000",1,"$9,000,000"
Dolly Read,"$9,000,000",1,"$9,000,000"
Jennifer Rubin,"$9,000,000",1,"$9,000,000"
Cynthia Myers,"$9,000,000",1,"$9,000,000"
Ramon Novarro,"$9,000,000",1,"$9,000,000"
Julian Dennison,"$8,995,650",3,"$2,998,550"
Matthew Laborteaux,"$8,988,731",1,"$8,988,731"
Julia Garner,"$8,942,481",5,"$1,788,496"
Julie Carmen,"$8,924,549",2,"$4,462,275"
Laurence Harvey,"$8,920,615",1,"$8,920,615"
Karlheinz Böhm,"$8,920,615",1,"$8,920,615"
Mary McCormack,"$8,891,623",3,"$2,963,874"
Rick Hill,"$8,890,685",1,"$8,890,685"
Barbi Benton,"$8,890,685",1,"$8,890,685"
Caity Lotz,"$8,888,355",5,"$1,777,671"
Eva Amurri,"$8,886,160",1,"$8,886,160"
Madina Nalwanga,"$8,874,389",1,"$8,874,389"
Colin Woodell,"$8,866,745",1,"$8,866,745"
Patti Hansen,"$8,853,155",1,"$8,853,155"
Janet Eilber,"$8,853,155",1,"$8,853,155"
David Kaye,"$8,845,598",2,"$4,422,799"
Amy Locane,"$8,839,232",3,"$2,946,411"
Jaime Camil,"$8,814,077",5,"$1,762,815"
Craig Wasson,"$8,801,940",1,"$8,801,940"
Gregg Henry,"$8,801,940",2,"$4,400,970"
Amanda Pays,"$8,793,000",1,"$8,793,000"
Shirley Temple,"$8,750,000",2,"$4,375,000"
Christian Friedel,"$8,732,354",2,"$4,366,177"
Giancarlo Giannini,"$8,719,136",5,"$1,743,827"
Jaci Velasquez,"$8,713,309",2,"$4,356,655"
Daniel Haddad,"$8,702,731",1,"$8,702,731"
Gilberto Barraza,"$8,702,731",1,"$8,702,731"
Barbara Stanwyck,"$8,700,000",13,"$669,231"
Paul Gross,"$8,693,620",3,"$2,897,873"
Richard Lewis,"$8,669,847",1,"$8,669,847"
Ornella Muti,"$8,669,847",1,"$8,669,847"
Lothaire Bluteau,"$8,617,361",2,"$4,308,681"
Amitabh Bachchan,"$8,617,262",12,"$718,105"
Ralph Herforth,"$8,576,457",1,"$8,576,457"
Alyson Court,"$8,540,346",1,"$8,540,346"
Peter Greene,"$8,538,318",3,"$2,846,106"
Kristine DeBell,"$8,527,743",1,"$8,527,743"
Louise Portal,"$8,460,000",1,"$8,460,000"
Stephane Rousseau,"$8,460,000",1,"$8,460,000"
Dorothee Berryman,"$8,460,000",1,"$8,460,000"
Jeff Fahey,"$8,459,293",12,"$704,941"
Deborah Kara Unger,"$8,437,960",5,"$1,687,592"
Amanda Crew,"$8,433,516",8,"$1,054,190"
Josh Zuckerman,"$8,402,485",1,"$8,402,485"
George Sanders,"$8,400,000",5,"$1,680,000"
Celeste Holm,"$8,400,000",2,"$4,200,000"
Anne Baxter,"$8,400,000",2,"$4,200,000"
Patrick Huard,"$8,392,400",3,"$2,797,467"
Michael Cassidy,"$8,388,520",3,"$2,796,173"
Fred Williamson,"$8,371,154",3,"$2,790,385"
Tammy Blanchard,"$8,369,941",3,"$2,789,980"
Suzanna Hamilton,"$8,368,371",1,"$8,368,371"
Richard Burton,"$8,368,371",5,"$1,673,674"
Blake Foster,"$8,363,899",1,"$8,363,899"
Nakia Burrise,"$8,363,899",1,"$8,363,899"
Catherine Sutherland,"$8,363,899",1,"$8,363,899"
Anton Glanzelius,"$8,345,266",1,"$8,345,266"
Kyle Gass,"$8,334,575",1,"$8,334,575"
James LeGros,"$8,334,423",8,"$1,041,803"
Kieran Culkin,"$8,334,273",3,"$2,778,091"
Teddy Robin Kwan,"$8,332,431",1,"$8,332,431"
Cecilia Roth,"$8,264,530",2,"$4,132,265"
Samson Moeakiola,"$8,237,403",1,"$8,237,403"
Michael Gandolfini,"$8,237,403",2,"$4,118,702"
Sandrine Holt,"$8,211,952",2,"$4,105,976"
Aden Young,"$8,211,952",4,"$2,052,988"
Emmanuelle Seigner,"$8,210,097",5,"$1,642,019"
Holly Marie Combs,"$8,205,290",1,"$8,205,290"
Larry Drake,"$8,205,290",1,"$8,205,290"
Mauricio Ochmann,"$8,200,837",4,"$2,050,209"
Thierry Lhermitte,"$8,174,237",5,"$1,634,847"
Robert Pastorelli,"$8,165,213",1,"$8,165,213"
Michael Richards,"$8,138,990",2,"$4,069,495"
DJ Qualls,"$8,130,530",1,"$8,130,530"
Bill Engvall,"$8,130,530",1,"$8,130,530"
Lee Remick,"$8,123,077",1,"$8,123,077"
Saori Hayami,"$8,110,042",1,"$8,110,042"
Atsumi Tanezaki,"$8,110,042",1,"$8,110,042"
Takuya Eguchi,"$8,110,042",1,"$8,110,042"
Patricia Clarkson,"$8,108,813",12,"$675,734"
N'Bushe Wright,"$8,094,616",1,"$8,094,616"
Sean Nelson,"$8,094,616",1,"$8,094,616"
Shun Oguri,"$8,056,636",3,"$2,685,545"
Kotaro Daigo,"$8,056,636",1,"$8,056,636"
Nana Mori,"$8,056,636",1,"$8,056,636"
Carice van Houten,"$8,053,946",6,"$1,342,324"
Joe Alwyn,"$8,051,828",4,"$2,012,957"
Sonam Kapoor,"$8,020,324",7,"$1,145,761"
Robert Townsend,"$8,015,592",1,"$8,015,592"
Sean Schemmel,"$8,008,363",1,"$8,008,363"
Chris Ayres,"$8,008,363",1,"$8,008,363"
Colin Metzger,"$8,005,586",1,"$8,005,586"
Jeff Doucette,"$8,005,586",1,"$8,005,586"
Yuri Lowenthal,"$8,005,586",3,"$2,668,529"
Sandy Fox,"$8,005,586",1,"$8,005,586"
David Howard,"$8,005,586",1,"$8,005,586"
Joey Camen,"$8,005,586",1,"$8,005,586"
Laila Berzins,"$8,005,586",1,"$8,005,586"
Marieve Harrington,"$8,005,586",1,"$8,005,586"
Stubby Kaye,"$8,000,000",2,"$4,000,000"
Keenan Wynn,"$8,000,000",3,"$2,666,667"
"Sammy Davis, Jr.","$8,000,000",4,"$2,000,000"
Edward Arnold,"$8,000,000",1,"$8,000,000"
Draco Rosa,"$8,000,000",1,"$8,000,000"
John McMartin,"$8,000,000",1,"$8,000,000"
Allen Holubar,"$8,000,000",1,"$8,000,000"
Angela Alvarado,"$8,000,000",1,"$8,000,000"
Chita Rivera,"$8,000,000",1,"$8,000,000"
Roger Rose,"$8,000,000",1,"$8,000,000"
Louis Calhern,"$8,000,000",1,"$8,000,000"
Miranda Garrison,"$8,000,000",1,"$8,000,000"
Paula Kelly,"$8,000,000",1,"$8,000,000"
J. Carrol Naish,"$8,000,000",1,"$8,000,000"
Robert Morse,"$7,988,000",1,"$7,988,000"
David Paymer,"$7,955,812",3,"$2,651,937"
Omar Benson Miller,"$7,916,887",2,"$3,958,444"
Harry Treadaway,"$7,882,325",3,"$2,627,442"
Lucy Deakins,"$7,882,250",1,"$7,882,250"
Katy O’Brian,"$7,830,385",1,"$7,830,385"
Rory Culkin,"$7,818,960",8,"$977,370"
Jonathan Stark,"$7,800,000",1,"$7,800,000"
Lucy Fry,"$7,799,117",3,"$2,599,706"
Cameron Dye,"$7,796,306",2,"$3,898,153"
Richard Grieco,"$7,781,025",5,"$1,556,205"
Eli Wallach,"$7,765,674",4,"$1,941,419"
Sasha Luss,"$7,743,794",3,"$2,581,265"
Rory Kinnear,"$7,739,824",3,"$2,579,941"
Marilyn Ghigliotti,"$7,736,534",2,"$3,868,267"
Laurence R. Harvey,"$7,731,485",3,"$2,577,162"
Marius Weyers,"$7,724,847",1,"$7,724,847"
Cindy Pickett,"$7,724,847",1,"$7,724,847"
Miguel Ferrer,"$7,724,847",2,"$3,862,424"
Taurean Blacque,"$7,724,847",1,"$7,724,847"
Nancy Everhard,"$7,724,847",1,"$7,724,847"
Greg Evigan,"$7,724,847",2,"$3,862,424"
Nia Peeples,"$7,724,847",3,"$2,574,949"
Ben Stein,"$7,720,487",1,"$7,720,487"
Demetri Martin,"$7,714,740",3,"$2,571,580"
Josh Stewart,"$7,712,114",1,"$7,712,114"
Michael Reilly Burke,"$7,712,114",1,"$7,712,114"
Andrea Roth,"$7,712,114",1,"$7,712,114"
Ruth Negga,"$7,710,234",3,"$2,570,078"
Lily Cole,"$7,693,445",4,"$1,923,361"
Melusine Mayance,"$7,691,700",1,"$7,691,700"
Anne Parillaud,"$7,684,448",2,"$3,842,224"
Joseph C. Phillips,"$7,683,267",1,"$7,683,267"
Leonardo Sbaraglia,"$7,674,410",4,"$1,918,603"
Luis Guzmán,"$7,666,844",3,"$2,555,615"
Colin Ford,"$7,665,865",2,"$3,832,933"
Lucinda Dickey,"$7,610,785",1,"$7,610,785"
Sho Kosugi,"$7,610,785",2,"$3,805,393"
Maureen O’Hara,"$7,600,000",5,"$1,520,000"
Barry Fitzgerald,"$7,600,000",2,"$3,800,000"
Ryan Slater,"$7,590,169",1,"$7,590,169"
Ding Yi,"$7,590,169",1,"$7,590,169"
Johnny Brennan,"$7,555,256",1,"$7,555,256"
Kamal Ahmed,"$7,555,256",1,"$7,555,256"
Morfydd Clark,"$7,552,408",5,"$1,510,482"
Elizabeth Peña,"$7,545,650",2,"$3,772,825"
Emmanuelle Riva,"$7,526,990",3,"$2,508,997"
Melonie Diaz,"$7,509,981",4,"$1,877,495"
Vanessa Ferlito,"$7,503,736",1,"$7,503,736"
Rachelle Lefevre,"$7,502,560",3,"$2,500,853"
Jorma Tommila,"$7,501,969",2,"$3,750,985"
Jim Hutton,"$7,500,000",1,"$7,500,000"
Finn Little,"$7,478,960",2,"$3,739,480"
Ajay Devgn,"$7,464,829",7,"$1,066,404"
Henry Goodman,"$7,460,204",1,"$7,460,204"
Kriti Sanon,"$7,442,286",4,"$1,860,572"
Justin Pierce,"$7,412,216",1,"$7,412,216"
Leo Fitzpatrick,"$7,412,216",2,"$3,706,108"
Medina Senghore,"$7,407,200",1,"$7,407,200"
Taylour Paige,"$7,379,858",3,"$2,459,953"
Cameron Douglas,"$7,375,836",1,"$7,375,836"
Diana Douglas,"$7,375,836",1,"$7,375,836"
Todd Allen,"$7,369,373",6,"$1,228,229"
Sunny Suljic,"$7,362,439",1,"$7,362,439"
Caleb Landry-Jones,"$7,354,377",10,"$735,438"
Farhan Akhtar,"$7,310,814",5,"$1,462,163"
Leleti Khumalo,"$7,306,242",1,"$7,306,242"
Monica Viegas,"$7,301,288",1,"$7,301,288"
Louis Jourdan,"$7,300,000",1,"$7,300,000"
Angus Scrimm,"$7,289,917",6,"$1,214,986"
Carmen Maura,"$7,274,978",5,"$1,454,996"
Heavy D,"$7,262,288",1,"$7,262,288"
August Diehl,"$7,257,025",4,"$1,814,256"
Virginia Gardner,"$7,256,371",6,"$1,209,395"
Jennifer Westfeldt,"$7,251,073",1,"$7,251,073"
Grace Caroline Currey,"$7,240,521",1,"$7,240,521"
Lorenza Izzo,"$7,228,627",3,"$2,409,542"
Taylor Nichols,"$7,224,321",1,"$7,224,321"
Chris Eigeman,"$7,224,321",1,"$7,224,321"
Terry Chen,"$7,206,741",1,"$7,206,741"
Teresa Ganzel,"$7,200,000",1,"$7,200,000"
John Byner,"$7,200,000",1,"$7,200,000"
Joseph Bologna,"$7,200,000",1,"$7,200,000"
Stuart Pankin,"$7,195,792",2,"$3,597,896"
Renee Soutendijk,"$7,188,356",2,"$3,594,178"
Ryan Destiny,"$7,187,846",2,"$3,593,923"
Belen Rueda,"$7,159,147",2,"$3,579,574"
Hulk Hogan,"$7,149,313",2,"$3,574,657"
Sonakshi Sinha,"$7,143,184",7,"$1,020,455"
Ricki Lake,"$7,130,608",4,"$1,782,652"
Romain Duris,"$7,126,127",14,"$509,009"
Alia Shawkat,"$7,116,711",7,"$1,016,673"
Sareh Bayat,"$7,098,492",1,"$7,098,492"
Ali-Asghar Shahbazi,"$7,098,492",1,"$7,098,492"
Leila Hatami,"$7,098,492",1,"$7,098,492"
Jack Farthing,"$7,086,632",2,"$3,543,316"
Adam Pally,"$7,084,951",8,"$885,619"
Matt Frewer,"$7,083,239",2,"$3,541,620"
Chante Adams,"$7,045,275",3,"$2,348,425"
Angus MacInnes,"$7,035,618",1,"$7,035,618"
Lynne Griffin,"$7,035,618",1,"$7,035,618"
Beau Garrett,"$7,027,762",2,"$3,513,881"
Max Brown,"$7,027,762",1,"$7,027,762"
Desmond Askew,"$7,027,762",2,"$3,513,881"
Nasir Jones,"$7,018,188",1,"$7,018,188"
Kevin Farley,"$7,013,191",1,"$7,013,191"
Wes Bentley,"$6,994,348",9,"$777,150"
Maria Schrader,"$6,994,218",1,"$6,994,218"
Robert Wieckiewicz,"$6,994,218",1,"$6,994,218"
Herbert Knaup,"$6,994,218",1,"$6,994,218"
Benno Furmann,"$6,994,218",2,"$3,497,109"
Agnieszka Grochowska,"$6,994,218",2,"$3,497,109"
Robert Klein,"$6,989,301",2,"$3,494,651"
Bruno Ganz,"$6,987,054",5,"$1,397,411"
Ewen Bremner,"$6,965,033",3,"$2,321,678"
Sharman Joshi,"$6,953,895",4,"$1,738,474"
Stuart Townsend,"$6,941,901",6,"$1,156,984"
Sihung Lung,"$6,933,000",1,"$6,933,000"
May Chin,"$6,933,000",1,"$6,933,000"
Mitchell Lichtenstein,"$6,933,000",1,"$6,933,000"
Ah-leh Gua,"$6,933,000",1,"$6,933,000"
Brigitte Nielsen,"$6,905,861",1,"$6,905,861"
Philip Ng,"$6,901,965",1,"$6,901,965"
Crispin Glover,"$6,882,696",2,"$3,441,348"
Melissa Desormeaux-Poulin,"$6,857,096",1,"$6,857,096"
Milo Manheim,"$6,820,796",4,"$1,705,199"
Fiona Palomo,"$6,820,796",1,"$6,820,796"
Randall Archer,"$6,810,754",1,"$6,810,754"
Tig Notaro,"$6,809,080",2,"$3,404,540"
Tone Bell,"$6,809,080",2,"$3,404,540"
Ron Cephas Jones,"$6,809,080",1,"$6,809,080"
Gene Simmons,"$6,800,000",1,"$6,800,000"
Cynthia Rhodes,"$6,800,000",1,"$6,800,000"
Julia Deakin,"$6,797,696",1,"$6,797,696"
Oscar Kightley,"$6,786,070",2,"$3,393,035"
Iggy Pop,"$6,782,066",1,"$6,782,066"
Sara Driver,"$6,782,066",1,"$6,782,066"
Karine Vanasse,"$6,749,187",1,"$6,749,187"
Pierre Lebeau,"$6,749,187",1,"$6,749,187"
Shraddha Kapoor,"$6,731,062",6,"$1,121,844"
Evan Adams,"$6,719,300",1,"$6,719,300"
Irene Bedard,"$6,719,300",2,"$3,359,650"
Rachel House,"$6,716,586",4,"$1,679,147"
Beulah Koale,"$6,713,826",1,"$6,713,826"
Kaimana,"$6,713,826",1,"$6,713,826"
Lehi Falepapalangi,"$6,713,826",1,"$6,713,826"
Semu Filipo,"$6,713,826",1,"$6,713,826"
David Fane,"$6,713,826",1,"$6,713,826"
Uli Latukefu,"$6,713,826",1,"$6,713,826"
Dedee Pfeiffer,"$6,700,000",2,"$3,350,000"
Mike Birbiglia,"$6,684,049",2,"$3,342,025"
Philip Bosco,"$6,623,082",1,"$6,623,082"
Riteish Deshmukh,"$6,610,247",6,"$1,101,708"
Torquil Campbell,"$6,609,870",1,"$6,609,870"
Guillermo Francella,"$6,596,557",4,"$1,649,139"
Song Hye-kyo,"$6,594,959",2,"$3,297,480"
Catalina Sandino Moreno,"$6,580,895",6,"$1,096,816"
Ashley Scott,"$6,575,282",1,"$6,575,282"
Ashley Greene,"$6,563,575",11,"$596,689"
Jalon Christian,"$6,545,174",1,"$6,545,174"
Kevin Corrigan,"$6,527,867",6,"$1,087,978"
Dorian Kingi,"$6,501,381",1,"$6,501,381"
Alex Neustaedter,"$6,501,381",4,"$1,625,345"
Bugzy Malone,"$6,496,125",1,"$6,496,125"
Jacob Salvati,"$6,485,961",1,"$6,485,961"
Adam Greaves-Neal,"$6,469,813",1,"$6,469,813"
Jack Warden,"$6,459,986",3,"$2,153,329"
Mone Kamishiraishi,"$6,455,262",2,"$3,227,631"
Amy Sedaris,"$6,444,293",8,"$805,537"
Frances Fisher,"$6,443,952",5,"$1,288,790"
Tanner Stine,"$6,424,420",1,"$6,424,420"
Evan Hofer,"$6,424,420",1,"$6,424,420"
Kelsey Reinhardt,"$6,424,420",1,"$6,424,420"
Rani Mukerji,"$6,423,854",5,"$1,284,771"
Shahrukh Khan,"$6,421,501",3,"$2,140,500"
Claire Bloom,"$6,401,297",2,"$3,200,649"
Soledad Villamil,"$6,391,436",3,"$2,130,479"
Pablo Rago,"$6,391,436",1,"$6,391,436"
Samuel West,"$6,376,145",1,"$6,376,145"
Keir Gilchrist,"$6,363,628",3,"$2,121,209"
Oliver Reed,"$6,347,072",4,"$1,586,768"
Karl Malden,"$6,347,072",5,"$1,269,414"
Keenen Ivory Wayans,"$6,343,015",1,"$6,343,015"
Nancy Parsons,"$6,342,668",1,"$6,342,668"
Nina Axelrod,"$6,342,668",1,"$6,342,668"
Rory Calhoun,"$6,342,668",2,"$3,171,334"
Paul Linke,"$6,342,668",1,"$6,342,668"
Arliss Howard,"$6,339,018",3,"$2,113,006"
Sara Stimson,"$6,321,392",1,"$6,321,392"
Parker Sawyers,"$6,304,223",3,"$2,101,408"
Patricia Quinn,"$6,300,000",1,"$6,300,000"
James Broderick,"$6,300,000",1,"$6,300,000"
Arlo Guthrie,"$6,300,000",1,"$6,300,000"
Blake Jenner,"$6,253,804",3,"$2,084,601"
Samuel Hunt,"$6,216,897",2,"$3,108,449"
Juliane Kohler,"$6,213,158",2,"$3,106,579"
Allan Corduner,"$6,201,757",1,"$6,201,757"
Christopher Collet,"$6,200,000",1,"$6,200,000"
Theo Rossi,"$6,179,955",9,"$686,662"
Gabriel Chavarria,"$6,179,955",1,"$6,179,955"
Marisa Abela,"$6,178,165",1,"$6,178,165"
Ha Jung-woo,"$6,174,011",8,"$771,751"
Zhang Fengyi,"$6,165,696",3,"$2,055,232"
Weird Al Yankovic,"$6,157,157",2,"$3,078,579"
Tamara Dobson,"$6,149,983",2,"$3,074,992"
Tatsuya Nakadai,"$6,132,974",2,"$3,066,487"
Micheal Ward,"$6,132,813",2,"$3,066,407"
Caleb McLaughlin,"$6,132,813",2,"$3,066,407"
Anna Diop,"$6,132,813",2,"$3,066,407"
Joel Moore,"$6,124,365",3,"$2,041,455"
Alberta Watson,"$6,123,549",1,"$6,123,549"
Shirley Knight,"$6,117,995",2,"$3,058,998"
Jeni Courtney,"$6,101,815",1,"$6,101,815"
Lee Van Cleef,"$6,100,000",1,"$6,100,000"
Chloe Hollings,"$6,096,582",1,"$6,096,582"
Doris Roberts,"$6,090,172",1,"$6,090,172"
Peter Dante,"$6,090,172",1,"$6,090,172"
Kevin Nealon,"$6,090,172",1,"$6,090,172"
John Abraham,"$6,082,237",9,"$675,804"
Jake Allyn,"$6,076,527",3,"$2,025,509"
Kate Micucci,"$6,065,158",4,"$1,516,290"
Kathryn Bernardo,"$6,046,444",4,"$1,511,611"
Mary McDonnell,"$6,039,575",3,"$2,013,192"
Michael Wincott,"$6,008,677",1,"$6,008,677"
Wentworth Miller,"$6,002,684",1,"$6,002,684"
Fernanda Montenegro,"$6,001,535",3,"$2,000,512"
William Powell,"$6,000,000",9,"$666,667"
Jill Carroll,"$6,000,000",1,"$6,000,000"
Joan Fontaine,"$6,000,000",5,"$1,200,000"
Diahann Carroll,"$6,000,000",1,"$6,000,000"
Jack Carter,"$6,000,000",1,"$6,000,000"
Ben Cross,"$6,000,000",1,"$6,000,000"
Andy Kaufman,"$6,000,000",1,"$6,000,000"
Tom Ewell,"$6,000,000",1,"$6,000,000"
Jerry Garcia,"$6,000,000",1,"$6,000,000"
John Mitchum,"$6,000,000",1,"$6,000,000"
Marc Price,"$6,000,000",1,"$6,000,000"
Mariette Hartley,"$5,979,011",3,"$1,993,004"
Vinicius De Oliveira,"$5,969,553",1,"$5,969,553"
Jeremy Strong,"$5,956,892",3,"$1,985,631"
Genesis Rodriguez,"$5,909,483",1,"$5,909,483"
Charlie Shotwell,"$5,905,221",3,"$1,968,407"
Bria Vinaite,"$5,904,366",1,"$5,904,366"
Shree Crooks,"$5,879,835",1,"$5,879,835"
Samantha Isler,"$5,879,835",3,"$1,959,945"
Nicholas Hamilton,"$5,879,835",3,"$1,959,945"
Gu Chuxiao,"$5,875,487",1,"$5,875,487"
Wings Hauser,"$5,863,196",2,"$2,931,598"
Jean Rochefort,"$5,858,167",4,"$1,464,542"
Katie Chang,"$5,845,732",3,"$1,948,577"
Claire Julien,"$5,845,732",1,"$5,845,732"
Wu Jing,"$5,843,503",5,"$1,168,701"
Aurora Papile,"$5,842,961",1,"$5,842,961"
Patricia Tallman,"$5,835,247",1,"$5,835,247"
Joe Rubbo,"$5,829,781",1,"$5,829,781"
Lawrence Monoson,"$5,829,781",1,"$5,829,781"
Steven Antin,"$5,829,781",1,"$5,829,781"
Elena Anaya,"$5,813,434",2,"$2,906,717"
Betty Gilpin,"$5,812,500",1,"$5,812,500"
Tom Conti,"$5,811,751",2,"$2,905,876"
Terry Alexander,"$5,804,262",1,"$5,804,262"
Jarlath Conroy,"$5,804,262",1,"$5,804,262"
Lori Cardille,"$5,804,262",1,"$5,804,262"
Richard Liberty,"$5,804,262",1,"$5,804,262"
Joseph Pilato,"$5,804,262",1,"$5,804,262"
Barry Corbin,"$5,802,208",4,"$1,450,552"
Cathy Tyson,"$5,794,000",2,"$2,897,000"
Tanya Roberts,"$5,778,353",1,"$5,778,353"
Andrey Khalimon,"$5,770,254",1,"$5,770,254"
Zdeněk Svěrák,"$5,770,254",1,"$5,770,254"
Peter Riegert,"$5,767,363",1,"$5,767,363"
Justin Edwards,"$5,742,964",2,"$2,871,482"
Mark Lee,"$5,732,587",2,"$2,866,294"
Jose Julian,"$5,729,369",3,"$1,909,790"
Myles Truitt,"$5,718,096",1,"$5,718,096"
R.A. Mihailoff,"$5,697,588",2,"$2,848,794"
Ely Solan,"$5,676,110",1,"$5,676,110"
Anna Murphy,"$5,676,110",1,"$5,676,110"
Brian Benben,"$5,671,621",2,"$2,835,811"
Dong-Gun Jang,"$5,666,340",1,"$5,666,340"
Lucas Jade Zumann,"$5,664,763",2,"$2,832,382"
Stacey Travis,"$5,649,801",1,"$5,649,801"
Jonathan Blair,"$5,644,104",1,"$5,644,104"
Stephen Atherholt,"$5,644,104",1,"$5,644,104"
Robert Sean Leonard,"$5,632,086",1,"$5,632,086"
Lisa Ray,"$5,586,528",3,"$1,862,176"
Marco Hofschneider,"$5,575,738",1,"$5,575,738"
Paresh Rawal,"$5,574,028",5,"$1,114,806"
Gary Swanson,"$5,568,880",1,"$5,568,880"
Season Hubley,"$5,568,880",1,"$5,568,880"
Annie Ilonzeh,"$5,562,689",3,"$1,854,230"
Jai Hemant Shroff,"$5,546,633",6,"$924,439"
Leslie Cheung,"$5,538,649",1,"$5,538,649"
Patricia Charbonneau,"$5,534,980",2,"$2,767,490"
Seema Biswas,"$5,529,144",1,"$5,529,144"
Sarala Kariyawasam,"$5,529,144",1,"$5,529,144"
Taapsee Pannu,"$5,521,413",4,"$1,380,353"
Dana Snyder,"$5,520,368",1,"$5,520,368"
Dougray Scott,"$5,501,342",3,"$1,833,781"
Vidya Balan,"$5,499,779",8,"$687,472"
Andrew Scott,"$5,497,125",7,"$785,304"
Karl Markovics,"$5,488,570",1,"$5,488,570"
Gigi Orsillo,"$5,485,243",3,"$1,828,414"
Judith Ivey,"$5,456,531",1,"$5,456,531"
Sean Patrick Flanery,"$5,450,793",14,"$389,342"
Christian Clavier,"$5,436,007",6,"$906,001"
"Terrence ""T.C."" Carson","$5,435,488",2,"$2,717,744"
Jordan Belfi,"$5,433,686",1,"$5,433,686"
Alastair Duncan,"$5,430,822",1,"$5,430,822"
Khris Davis,"$5,426,772",2,"$2,713,386"
Pruitt Taylor Vince,"$5,411,931",3,"$1,803,977"
John Mengatti,"$5,410,972",1,"$5,410,972"
Richard Mulligan,"$5,410,972",1,"$5,410,972"
Hamilton Camp,"$5,410,972",1,"$5,410,972"
Saif Ali Khan,"$5,410,744",7,"$772,963"
Sara Bareilles,"$5,402,148",1,"$5,402,148"
Sting,"$5,391,328",2,"$2,695,664"
Maisy Stella,"$5,372,282",1,"$5,372,282"
Rachel Hendrix,"$5,371,965",5,"$1,074,393"
Penn Badgley,"$5,364,743",2,"$2,682,372"
Irene Dunne,"$5,363,000",4,"$1,340,750"
John Stockwell,"$5,346,141",2,"$2,673,071"
Juan Pablo Raba,"$5,326,185",2,"$2,663,093"
Jason Robards,"$5,321,508",5,"$1,064,302"
Claudia Cardinale,"$5,321,508",2,"$2,660,754"
Licia Maglietta,"$5,311,177",1,"$5,311,177"
Larry David,"$5,306,706",1,"$5,306,706"
Ellen Blain,"$5,274,950",1,"$5,274,950"
Ben Gregory,"$5,274,950",1,"$5,274,950"
Paige Gosney,"$5,274,950",1,"$5,274,950"
Mark Duplass,"$5,257,898",7,"$751,128"
Tony Leung Ka-fai,"$5,257,813",4,"$1,314,453"
Linh-Dan Pham,"$5,243,537",1,"$5,243,537"
Judith Godreche,"$5,238,772",4,"$1,309,693"
Choi Min-sik,"$5,238,666",3,"$1,746,222"
Gaelan Connell,"$5,210,988",2,"$2,605,494"
Aly Michalka,"$5,210,988",1,"$5,210,988"
Hideaki Anno,"$5,201,879",1,"$5,201,879"
Claude Jarman Jr.,"$5,200,000",1,"$5,200,000"
Nastassja Kinski,"$5,152,985",3,"$1,717,662"
Patrick Bergin,"$5,150,287",3,"$1,716,762"
Rachel Bilson,"$5,136,178",4,"$1,284,045"
Gaylen Ross,"$5,100,000",1,"$5,100,000"
David Emge,"$5,100,000",1,"$5,100,000"
Ken Foree,"$5,100,000",1,"$5,100,000"
Scott H. Reiniger,"$5,100,000",1,"$5,100,000"
Edward Furlong,"$5,095,885",8,"$636,986"
Christine Evangelista,"$5,083,906",1,"$5,083,906"
Michael Lerner,"$5,078,660",2,"$2,539,330"
Joe Mantegna,"$5,078,660",2,"$2,539,330"
